,0,1,cancer_type
TCGA-93-8067-01A,-25.177526,14.63523,TCGA-LUAD
TCGA-93-A4JN-01A,-24.960464,12.39807,TCGA-LUAD
TCGA-93-A4JO-01A,-24.667631,11.798547,TCGA-LUAD
TCGA-93-A4JP-01A,-20.98737,11.165307,TCGA-LUAD
TCGA-93-A4JQ-01A,-30.073153,8.7847595,TCGA-LUAD
TCGA-94-7033-01A,-40.611565,-4.2200108,TCGA-LUSC
TCGA-94-7557-01A,-40.607613,-3.9472435,TCGA-LUSC
TCGA-94-7943-01A,-40.387074,-3.1126275,TCGA-LUSC
TCGA-94-8035-01A,-44.367393,-5.0166807,TCGA-LUSC
TCGA-94-8490-01A,-48.47122,4.06961,TCGA-LUSC
TCGA-94-8491-01A,-44.826443,2.6067696,TCGA-LUSC
TCGA-94-A4VJ-01A,-42.130466,-4.2875338,TCGA-LUSC
TCGA-94-A5I4-01A,-47.03073,4.829264,TCGA-LUSC
TCGA-94-A5I6-01A,-45.735394,3.8725736,TCGA-LUSC
TCGA-95-7039-01A,-28.547516,14.058952,TCGA-LUAD
TCGA-95-7043-01A,-31.336843,11.28695,TCGA-LUAD
TCGA-95-7562-01A,-29.965635,15.969835,TCGA-LUAD
TCGA-95-7567-01A,-27.184988,15.254122,TCGA-LUAD
TCGA-95-7944-01A,-25.568747,8.767163,TCGA-LUAD
TCGA-95-7947-01A,-29.027077,11.408552,TCGA-LUAD
TCGA-95-7948-01A,-27.242104,17.02811,TCGA-LUAD
TCGA-95-8039-01A,-26.273209,14.564459,TCGA-LUAD
TCGA-95-8494-01A,-27.287102,11.978772,TCGA-LUAD
TCGA-95-A4VK-01A,-30.17263,11.334208,TCGA-LUAD
TCGA-95-A4VN-01A,-26.283697,9.746052,TCGA-LUAD
TCGA-95-A4VP-01A,-26.310293,7.362996,TCGA-LUAD
TCGA-96-7544-01A,-43.585148,1.1834543,TCGA-LUSC
TCGA-96-7545-01A,-43.77153,0.97896135,TCGA-LUSC
TCGA-96-8169-01A,-41.93304,-4.4668016,TCGA-LUSC
TCGA-96-8170-01A,-41.760223,-4.06421,TCGA-LUSC
TCGA-96-A4JK-01A,-46.562267,1.6856899,TCGA-LUSC
TCGA-96-A4JL-01A,-17.219908,7.285003,TCGA-LUSC
TCGA-97-7546-01A,-23.226986,12.808488,TCGA-LUAD
TCGA-97-7547-01A,-23.500044,14.259904,TCGA-LUAD
TCGA-97-7552-01A,-22.05683,8.063092,TCGA-LUAD
TCGA-97-7553-01A,-23.182253,11.748418,TCGA-LUAD
TCGA-97-7554-01A,-28.83489,15.116038,TCGA-LUAD
TCGA-97-7937-01A,-32.248375,13.3537,TCGA-LUAD
TCGA-97-7938-01A,-23.611248,14.048398,TCGA-LUAD
TCGA-97-7941-01A,-22.815943,12.369457,TCGA-LUAD
TCGA-97-8171-01A,-26.944323,18.010136,TCGA-LUAD
TCGA-97-8172-01A,-24.280167,12.679725,TCGA-LUAD
TCGA-97-8174-01A,-24.105942,12.915547,TCGA-LUAD
TCGA-97-8175-01A,-25.872768,13.700416,TCGA-LUAD
TCGA-97-8176-01A,-32.3363,10.701436,TCGA-LUAD
TCGA-97-8177-01A,-24.254921,11.451418,TCGA-LUAD
TCGA-97-8179-01A,-31.99684,13.207838,TCGA-LUAD
TCGA-97-8547-01A,-26.432747,12.4737835,TCGA-LUAD
TCGA-97-8552-01A,-21.228525,12.477515,TCGA-LUAD
TCGA-97-A4LX-01A,-25.716686,9.389431,TCGA-LUAD
TCGA-97-A4M0-01A,-25.408068,16.095806,TCGA-LUAD
TCGA-97-A4M1-01A,-21.804724,12.244459,TCGA-LUAD
TCGA-97-A4M2-01A,-21.286026,11.179022,TCGA-LUAD
TCGA-97-A4M3-01A,-29.664303,14.310833,TCGA-LUAD
TCGA-97-A4M5-01A,-21.383865,11.201668,TCGA-LUAD
TCGA-97-A4M6-01A,-22.484026,11.519449,TCGA-LUAD
TCGA-97-A4M7-01A,-24.705572,12.04364,TCGA-LUAD
TCGA-98-7454-01A,-23.768353,8.834502,TCGA-LUSC
TCGA-98-8020-01A,-47.198177,-15.679762,TCGA-LUSC
TCGA-98-8021-01A,-45.12988,-0.14327139,TCGA-LUSC
TCGA-98-8022-01A,-40.612247,-3.3105307,TCGA-LUSC
TCGA-98-8023-01A,-40.895527,-1.7734637,TCGA-LUSC
TCGA-98-A538-01A,-45.280136,-4.1485643,TCGA-LUSC
TCGA-98-A539-01A,-43.398094,-4.2544446,TCGA-LUSC
TCGA-98-A53A-01A,-41.579033,1.9260606,TCGA-LUSC
TCGA-98-A53B-01A,-40.45107,-3.3851755,TCGA-LUSC
TCGA-98-A53C-01A,-20.874119,9.852359,TCGA-LUSC
TCGA-98-A53D-01A,-20.302023,9.691923,TCGA-LUSC
TCGA-98-A53H-01A,-20.66943,9.76279,TCGA-LUSC
TCGA-98-A53I-01A,-46.10819,2.7544641,TCGA-LUSC
TCGA-98-A53J-01A,-45.801865,2.6069784,TCGA-LUSC
TCGA-99-7458-01A,-23.913975,11.8982315,TCGA-LUAD
TCGA-99-8025-01A,-28.290401,13.628076,TCGA-LUAD
TCGA-99-8028-01A,-24.868366,9.444914,TCGA-LUAD
TCGA-99-8032-01A,-32.754158,10.594266,TCGA-LUAD
TCGA-99-8033-01A,-30.581509,13.3399935,TCGA-LUAD
TCGA-99-AA5R-01A,-21.408335,10.401871,TCGA-LUAD
TCGA-A1-A0SB-01A,5.009091,-2.7993412,TCGA-BRCA
TCGA-A1-A0SE-01A,8.250277,4.213288,TCGA-BRCA
TCGA-A1-A0SF-01A,6.4499016,4.814413,TCGA-BRCA
TCGA-A1-A0SG-01A,10.882097,5.179391,TCGA-BRCA
TCGA-A1-A0SH-01A,8.451621,2.6896253,TCGA-BRCA
TCGA-A1-A0SI-01A,9.620937,5.19026,TCGA-BRCA
TCGA-A1-A0SJ-01A,8.431095,12.244242,TCGA-BRCA
TCGA-A1-A0SK-01A,-8.167736,15.414873,TCGA-BRCA
TCGA-A1-A0SM-01A,8.972263,14.024283,TCGA-BRCA
TCGA-A1-A0SN-01A,6.942971,12.483026,TCGA-BRCA
TCGA-A1-A0SO-01A,-7.3537107,14.032547,TCGA-BRCA
TCGA-A1-A0SP-01A,-4.3471284,10.628622,TCGA-BRCA
TCGA-A1-A0SQ-01A,14.033157,5.2795916,TCGA-BRCA
TCGA-A2-A04R-01A,15.576658,13.048175,TCGA-BRCA
TCGA-A2-A0CK-01A,2.8620517,2.7963336,TCGA-BRCA
TCGA-A2-A0CO-01A,4.3475947,5.68737,TCGA-BRCA
TCGA-A2-A0CR-01A,1.0697589,2.530995,TCGA-BRCA
TCGA-A2-A0CT-01A,11.204181,17.012934,TCGA-BRCA
TCGA-A2-A0EN-01A,5.8049335,8.198848,TCGA-BRCA
TCGA-A2-A0EP-01A,2.5047808,4.8947964,TCGA-BRCA
TCGA-A2-A0EU-01A,15.82461,7.1055164,TCGA-BRCA
TCGA-A2-A0ST-01A,-2.2846508,7.8169374,TCGA-BRCA
TCGA-A2-A0SU-01A,9.577431,2.2820253,TCGA-BRCA
TCGA-A2-A0SV-01A,11.950787,8.974606,TCGA-BRCA
TCGA-A2-A0SW-01A,1.4131029,9.460214,TCGA-BRCA
TCGA-A2-A0SX-01A,-5.1236362,9.699886,TCGA-BRCA
TCGA-A2-A0SY-01A,8.20851,11.582424,TCGA-BRCA
TCGA-A2-A0T0-01A,-6.567372,11.056776,TCGA-BRCA
TCGA-A2-A0T1-01A,0.9224152,8.061601,TCGA-BRCA
TCGA-A2-A0T2-01A,-7.3333416,12.692935,TCGA-BRCA
TCGA-A2-A0T4-01A,7.858417,12.166763,TCGA-BRCA
TCGA-A2-A0T5-01A,9.299152,8.499674,TCGA-BRCA
TCGA-A2-A0T6-01A,7.954444,10.405169,TCGA-BRCA
TCGA-A2-A0T7-01A,3.911975,12.834094,TCGA-BRCA
TCGA-A2-A0YC-01A,10.858403,7.5856037,TCGA-BRCA
TCGA-A2-A0YD-01A,8.064596,10.125503,TCGA-BRCA
TCGA-A2-A0YE-01A,-7.9137325,11.577664,TCGA-BRCA
TCGA-A2-A0YF-01A,14.530236,7.415361,TCGA-BRCA
TCGA-A2-A0YG-01A,9.784343,15.221777,TCGA-BRCA
TCGA-A2-A0YH-01A,3.9794605,16.617847,TCGA-BRCA
TCGA-A2-A0YI-01A,6.199476,8.525989,TCGA-BRCA
TCGA-A2-A0YJ-01A,-7.978399,11.262074,TCGA-BRCA
TCGA-A2-A0YK-01A,2.8757231,7.134185,TCGA-BRCA
TCGA-A2-A0YL-01A,7.9660363,4.041151,TCGA-BRCA
TCGA-A2-A0YM-01A,-6.424594,14.075051,TCGA-BRCA
TCGA-A2-A0YT-01A,5.9447823,17.496866,TCGA-BRCA
TCGA-A2-A1FV-01A,15.670797,13.8181,TCGA-BRCA
TCGA-A2-A1FW-01A,14.405623,14.483736,TCGA-BRCA
TCGA-A2-A1FX-01A,13.404026,7.769369,TCGA-BRCA
TCGA-A2-A1FZ-01A,8.136425,9.233317,TCGA-BRCA
TCGA-A2-A1G0-01A,8.177255,5.759005,TCGA-BRCA
TCGA-A2-A1G1-01A,-4.008015,10.254946,TCGA-BRCA
TCGA-A2-A1G4-01A,10.93732,12.825578,TCGA-BRCA
TCGA-A2-A1G6-01A,5.7484965,-4.55453,TCGA-BRCA
TCGA-A2-A259-01A,6.698757,6.4627533,TCGA-BRCA
TCGA-A2-A25A-01A,6.335991,6.430673,TCGA-BRCA
TCGA-A2-A25B-01A,16.155296,14.289613,TCGA-BRCA
TCGA-A2-A25C-01A,9.640825,9.1388645,TCGA-BRCA
TCGA-A2-A25D-01A,3.3703594,8.095656,TCGA-BRCA
TCGA-A2-A25E-01A,16.12157,14.020255,TCGA-BRCA
TCGA-A2-A25F-01A,-1.9957136,7.778543,TCGA-BRCA
TCGA-A2-A3KC-01A,7.4598036,10.059372,TCGA-BRCA
TCGA-A2-A3KD-01A,8.230986,4.6320972,TCGA-BRCA
TCGA-A2-A3XS-01A,-5.640477,12.666039,TCGA-BRCA
TCGA-A2-A3XT-01A,-5.5732555,9.986621,TCGA-BRCA
TCGA-A2-A3XU-01A,-5.3266234,14.486966,TCGA-BRCA
TCGA-A2-A3XV-01A,0.62861437,0.86636466,TCGA-BRCA
TCGA-A2-A3XW-01A,2.517059,-3.3780286,TCGA-BRCA
TCGA-A2-A3XX-01A,-5.7051525,12.2185755,TCGA-BRCA
TCGA-A2-A3XY-01A,-5.3613825,9.447925,TCGA-BRCA
TCGA-A2-A3XZ-01A,-0.37995723,7.134813,TCGA-BRCA
TCGA-A2-A3Y0-01A,-5.7060585,10.809783,TCGA-BRCA
TCGA-A2-A4RW-01A,7.1558867,10.747732,TCGA-BRCA
TCGA-A2-A4RX-01A,-5.528415,8.7384815,TCGA-BRCA
TCGA-A2-A4RY-01A,5.988568,2.7083626,TCGA-BRCA
TCGA-A2-A4S0-01A,15.802332,4.056861,TCGA-BRCA
TCGA-A2-A4S1-01A,3.0230737,-30.42175,TCGA-BRCA
TCGA-A2-A4S2-01A,7.6010113,9.924054,TCGA-BRCA
TCGA-A2-A4S3-01A,4.5477076,15.960122,TCGA-BRCA
TCGA-A3-3357-01A,6.114123,55.965134,TCGA-KIRC
TCGA-A3-3358-01A,5.7986684,54.57987,TCGA-KIRC
TCGA-A3-3367-01A,5.7974415,56.50434,TCGA-KIRC
TCGA-A3-3370-01A,5.701685,54.956745,TCGA-KIRC
TCGA-A3-3373-01A,7.030732,51.332348,TCGA-KIRC
TCGA-A3-3376-01A,6.83074,55.84422,TCGA-KIRC
TCGA-A3-3385-01A,3.8061,54.483,TCGA-KIRC
TCGA-A3-3387-01A,7.4325614,56.083015,TCGA-KIRC
TCGA-A3-A6NI-01A,7.55773,53.4712,TCGA-KIRC
TCGA-A3-A6NJ-01A,6.7803626,52.338108,TCGA-KIRC
TCGA-A3-A6NL-01A,6.760568,52.360844,TCGA-KIRC
TCGA-A3-A6NN-01A,7.4515862,52.98882,TCGA-KIRC
TCGA-A3-A8CQ-01A,6.2455115,51.84493,TCGA-KIRC
TCGA-A3-A8OU-01A,5.9589643,53.490852,TCGA-KIRC
TCGA-A3-A8OV-01A,8.290566,53.7136,TCGA-KIRC
TCGA-A3-A8OW-01A,7.471127,53.517677,TCGA-KIRC
TCGA-A3-A8OX-01A,11.078724,48.48623,TCGA-KIRC
TCGA-A4-7286-01A,21.425953,56.32245,TCGA-KIRP
TCGA-A4-7287-01A,-37.726734,-25.799768,TCGA-KIRP
TCGA-A4-7288-01A,19.282934,65.30936,TCGA-KIRP
TCGA-A4-7583-01A,20.067928,64.01976,TCGA-KIRP
TCGA-A4-7584-01A,21.740862,61.81601,TCGA-KIRP
TCGA-A4-7585-01A,17.263275,53.709694,TCGA-KIRP
TCGA-A4-7732-01A,22.933245,63.25469,TCGA-KIRP
TCGA-A4-7734-01A,19.934029,62.240788,TCGA-KIRP
TCGA-A4-7828-01A,11.1590395,45.86168,TCGA-KIRP
TCGA-A4-7915-01A,-2.258778,-55.801308,TCGA-KIRP
TCGA-A4-7996-01A,19.45859,61.330463,TCGA-KIRP
TCGA-A4-7997-01A,21.137753,61.789215,TCGA-KIRP
TCGA-A4-8098-01A,19.994713,64.487465,TCGA-KIRP
TCGA-A4-8310-01A,20.044142,65.71415,TCGA-KIRP
TCGA-A4-8311-01A,23.573946,63.712875,TCGA-KIRP
TCGA-A4-8312-01A,16.24109,39.796547,TCGA-KIRP
TCGA-A4-8515-01A,23.16241,61.922062,TCGA-KIRP
TCGA-A4-8516-01A,23.077394,61.674313,TCGA-KIRP
TCGA-A4-8517-01A,21.239088,59.65484,TCGA-KIRP
TCGA-A4-8518-01A,21.05861,56.052307,TCGA-KIRP
TCGA-A4-8630-01A,21.870502,64.295074,TCGA-KIRP
TCGA-A4-A48D-01A,21.437725,56.38031,TCGA-KIRP
TCGA-A4-A4ZT-01A,21.263136,63.46769,TCGA-KIRP
TCGA-A4-A57E-01A,17.443295,62.069435,TCGA-KIRP
TCGA-A4-A5DU-01A,23.805296,63.409046,TCGA-KIRP
TCGA-A4-A5XZ-01A,20.91413,59.873672,TCGA-KIRP
TCGA-A4-A5Y0-01A,20.786722,65.87363,TCGA-KIRP
TCGA-A4-A5Y1-01A,15.786394,65.52169,TCGA-KIRP
TCGA-A4-A6HP-01A,24.45007,59.382206,TCGA-KIRP
TCGA-A4-A772-01A,21.911058,62.034763,TCGA-KIRP
TCGA-A4-A7UZ-01A,18.623915,60.428738,TCGA-KIRP
TCGA-A5-A0G1-01A,-19.776146,-34.293064,TCGA-UCEC
TCGA-A5-A0GG-01A,-19.395838,-36.208057,TCGA-UCEC
TCGA-A5-A0GQ-01A,-20.050062,-36.394283,TCGA-UCEC
TCGA-A5-A0GR-01A,-19.94412,-34.517063,TCGA-UCEC
TCGA-A5-A0VO-01A,-19.636463,-37.908943,TCGA-UCEC
TCGA-A5-A1OF-01A,-18.963507,-34.737904,TCGA-UCEC
TCGA-A5-A1OG-01A,-13.031539,-33.43311,TCGA-UCEC
TCGA-A5-A1OH-01A,-10.81149,-25.2413,TCGA-UCEC
TCGA-A5-A1OJ-01A,-19.449501,-36.173256,TCGA-UCEC
TCGA-A5-A1OK-01A,-19.491682,-39.191013,TCGA-UCEC
TCGA-A5-A2K2-01A,-13.423624,-30.502014,TCGA-UCEC
TCGA-A5-A2K3-01A,-19.135063,-22.161583,TCGA-UCEC
TCGA-A5-A2K4-01A,-15.1263075,-26.766619,TCGA-UCEC
TCGA-A5-A2K5-01A,-21.538935,-31.970085,TCGA-UCEC
TCGA-A5-A2K7-01A,-21.840813,-28.355316,TCGA-UCEC
TCGA-A5-A3LO-01A,-19.037394,-27.566433,TCGA-UCEC
TCGA-A5-A3LP-01A,-15.724547,-27.772757,TCGA-UCEC
TCGA-A5-A7WJ-01A,-22.295511,-28.9951,TCGA-UCEC
TCGA-A5-A7WK-01A,-14.573476,-28.94313,TCGA-UCEC
TCGA-A5-AB3J-01A,-1.3616704,-10.695924,TCGA-UCEC
TCGA-A6-2671-01A,-60.759068,36.98561,TCGA-COAD
TCGA-A6-2671-11A,-61.66246,20.77184,TCGA-COAD
TCGA-A6-2672-01B,-23.324114,32.759346,TCGA-COAD
TCGA-A6-2675-01A,-64.97056,28.511465,TCGA-COAD
TCGA-A6-2675-11A,-61.141933,20.366749,TCGA-COAD
TCGA-A6-2677-01A,-61.81028,35.4347,TCGA-COAD
TCGA-A6-2677-01B,-24.335468,32.0236,TCGA-COAD
TCGA-A6-2679-01A,-58.998306,36.57489,TCGA-COAD
TCGA-A6-2679-11A,-61.79538,21.156136,TCGA-COAD
TCGA-A6-2680-01A,-59.621727,36.34861,TCGA-COAD
TCGA-A6-2680-11A,-61.55004,21.22149,TCGA-COAD
TCGA-A6-2681-01A,-59.27239,36.373173,TCGA-COAD
TCGA-A6-2682-01A,-59.361122,36.61451,TCGA-COAD
TCGA-A6-2682-11A,-61.548122,20.839035,TCGA-COAD
TCGA-A6-2684-01A,-23.92129,32.814747,TCGA-COAD
TCGA-A6-2684-01A,-23.92129,32.814747,TCGA-COAD
TCGA-A6-2684-01C,-23.63529,32.101006,TCGA-COAD
TCGA-A6-2684-11A,-61.743702,21.107012,TCGA-COAD
TCGA-A6-2685-01A,-59.28042,36.094505,TCGA-COAD
TCGA-A6-2685-11A,-61.65539,21.115143,TCGA-COAD
TCGA-A6-2686-01A,-60.049576,28.222832,TCGA-COAD
TCGA-A6-2686-11A,-61.70453,21.134409,TCGA-COAD
TCGA-A6-3809-01A,-22.927076,33.437374,TCGA-COAD
TCGA-A6-3809-01A,-22.927076,33.437374,TCGA-COAD
TCGA-A6-3809-01B,-22.865032,33.476154,TCGA-COAD
TCGA-A6-3810-01A,-60.4041,36.58506,TCGA-COAD
TCGA-A6-3810-01A,-60.4041,36.58506,TCGA-COAD
TCGA-A6-3810-01B,-24.417408,31.732117,TCGA-COAD
TCGA-A6-4105-01A,-65.100784,26.573088,TCGA-COAD
TCGA-A6-4107-01A,-60.303032,35.51894,TCGA-COAD
TCGA-A6-5656-01A,-24.35487,32.81172,TCGA-COAD
TCGA-A6-5656-01A,-24.35487,32.81172,TCGA-COAD
TCGA-A6-5656-01B,-24.50741,31.719385,TCGA-COAD
TCGA-A6-5657-01A,-60.677937,26.640907,TCGA-COAD
TCGA-A6-5659-01A,-24.573465,33.368816,TCGA-COAD
TCGA-A6-5659-01A,-24.573465,33.368816,TCGA-COAD
TCGA-A6-5659-01B,-24.141829,33.001556,TCGA-COAD
TCGA-A6-5660-01A,-67.958824,31.092012,TCGA-COAD
TCGA-A6-5661-01A,-57.366703,27.744862,TCGA-COAD
TCGA-A6-5661-01B,-22.687475,33.56976,TCGA-COAD
TCGA-A6-5662-01A,-67.764725,25.741282,TCGA-COAD
TCGA-A6-5664-01A,-61.634354,26.36123,TCGA-COAD
TCGA-A6-5665-01A,-57.26063,28.197647,TCGA-COAD
TCGA-A6-5665-01B,-23.130125,32.880283,TCGA-COAD
TCGA-A6-5666-01A,-68.6632,31.221098,TCGA-COAD
TCGA-A6-5667-01A,-66.258896,26.959898,TCGA-COAD
TCGA-A6-5667-11A,-61.494236,21.190153,TCGA-COAD
TCGA-A6-6137-01A,-64.481514,28.985476,TCGA-COAD
TCGA-A6-6138-01A,-64.15581,26.458025,TCGA-COAD
TCGA-A6-6140-01A,-67.7192,29.414637,TCGA-COAD
TCGA-A6-6141-01A,-61.473183,28.58418,TCGA-COAD
TCGA-A6-6142-01A,-63.919376,33.09916,TCGA-COAD
TCGA-A6-6648-01A,-67.67225,29.945488,TCGA-COAD
TCGA-A6-6649-01A,-59.547276,27.482788,TCGA-COAD
TCGA-A6-6650-01A,-24.506912,33.15516,TCGA-COAD
TCGA-A6-6650-01A,-24.506912,33.15516,TCGA-COAD
TCGA-A6-6650-01B,-24.154175,32.552105,TCGA-COAD
TCGA-A6-6651-01A,-62.13564,25.543215,TCGA-COAD
TCGA-A6-6652-01A,-68.17637,27.347706,TCGA-COAD
TCGA-A6-6653-01A,-56.535656,28.048985,TCGA-COAD
TCGA-A6-6654-01A,-61.307514,25.5507,TCGA-COAD
TCGA-A6-6780-01A,-22.97775,33.402035,TCGA-COAD
TCGA-A6-6780-01A,-22.97775,33.402035,TCGA-COAD
TCGA-A6-6780-01B,-23.320778,32.49044,TCGA-COAD
TCGA-A6-6781-01A,-22.84333,32.095963,TCGA-COAD
TCGA-A6-6781-01A,-22.84333,32.095963,TCGA-COAD
TCGA-A6-6781-01B,-23.00122,31.824686,TCGA-COAD
TCGA-A6-6782-01A,-65.169464,29.659996,TCGA-COAD
TCGA-A6-A565-01A,-61.68125,23.539394,TCGA-COAD
TCGA-A6-A566-01A,-60.44153,26.041258,TCGA-COAD
TCGA-A6-A567-01A,-66.03007,32.283073,TCGA-COAD
TCGA-A6-A56B-01A,-67.50646,26.461853,TCGA-COAD
TCGA-A6-A5ZU-01A,-64.72151,30.768826,TCGA-COAD
TCGA-A7-A0CE-11A,4.139707,-4.117005,TCGA-BRCA
TCGA-A7-A0CH-11A,3.684677,-6.1114345,TCGA-BRCA
TCGA-A7-A0D9-01A,16.542246,7.683838,TCGA-BRCA
TCGA-A7-A0D9-11A,4.4313755,-9.344417,TCGA-BRCA
TCGA-A7-A0DB-11A,4.388832,-9.40305,TCGA-BRCA
TCGA-A7-A13D-01A,-9.2854595,13.14384,TCGA-BRCA
TCGA-A7-A13D-01A,-9.2854595,13.14384,TCGA-BRCA
TCGA-A7-A13E-01A,-9.278231,13.243249,TCGA-BRCA
TCGA-A7-A13E-01A,-9.278231,13.243249,TCGA-BRCA
TCGA-A7-A13E-11A,4.638689,-7.692577,TCGA-BRCA
TCGA-A7-A13F-01A,13.702879,12.204234,TCGA-BRCA
TCGA-A7-A13F-11A,5.0406795,-6.333747,TCGA-BRCA
TCGA-A7-A13G-01B,-21.142282,28.833347,TCGA-BRCA
TCGA-A7-A13G-11A,4.66146,-8.798487,TCGA-BRCA
TCGA-A7-A13H-01A,5.167503,4.795389,TCGA-BRCA
TCGA-A7-A26E-01A,9.581238,10.252921,TCGA-BRCA
TCGA-A7-A26E-01A,9.581238,10.252921,TCGA-BRCA
TCGA-A7-A26E-01B,-21.271278,28.978964,TCGA-BRCA
TCGA-A7-A26F-01B,-21.562632,29.02979,TCGA-BRCA
TCGA-A7-A26G-01A,-4.4207726,9.063808,TCGA-BRCA
TCGA-A7-A26H-01A,7.5547123,7.5700192,TCGA-BRCA
TCGA-A7-A26J-01A,16.870838,13.81132,TCGA-BRCA
TCGA-A7-A26J-01A,16.870838,13.81132,TCGA-BRCA
TCGA-A7-A26J-01B,-21.407158,29.095304,TCGA-BRCA
TCGA-A7-A2KD-01A,9.953797,5.596509,TCGA-BRCA
TCGA-A7-A3IY-01A,8.617812,0.72262156,TCGA-BRCA
TCGA-A7-A3IZ-01A,14.974531,10.403593,TCGA-BRCA
TCGA-A7-A3J0-01A,15.438073,3.6530793,TCGA-BRCA
TCGA-A7-A3J1-01A,6.6780934,7.3209815,TCGA-BRCA
TCGA-A7-A3RF-01A,14.389907,4.3280263,TCGA-BRCA
TCGA-A7-A425-01A,4.5414567,4.1162686,TCGA-BRCA
TCGA-A7-A426-01A,5.082405,4.3160486,TCGA-BRCA
TCGA-A7-A4SA-01A,3.9635859,5.0677333,TCGA-BRCA
TCGA-A7-A4SB-01A,12.758465,5.722574,TCGA-BRCA
TCGA-A7-A4SC-01A,7.417248,10.345962,TCGA-BRCA
TCGA-A7-A4SD-01A,-4.7542934,8.014466,TCGA-BRCA
TCGA-A7-A4SE-01A,-6.352374,11.737514,TCGA-BRCA
TCGA-A7-A4SF-01A,8.357289,19.669338,TCGA-BRCA
TCGA-A7-A56D-01A,0.42655563,0.97892696,TCGA-BRCA
TCGA-A7-A5ZV-01A,-6.313342,14.830471,TCGA-BRCA
TCGA-A7-A5ZW-01A,4.662607,1.8980365,TCGA-BRCA
TCGA-A7-A5ZX-01A,5.3042808,2.071685,TCGA-BRCA
TCGA-A7-A6VV-01A,-6.0128336,10.474425,TCGA-BRCA
TCGA-A7-A6VW-01A,-3.9399068,13.291542,TCGA-BRCA
TCGA-A7-A6VX-01A,12.694636,8.167582,TCGA-BRCA
TCGA-A7-A6VY-01A,-5.3411813,10.546486,TCGA-BRCA
TCGA-A8-A075-01A,3.9611306,16.742655,TCGA-BRCA
TCGA-A8-A08O-01A,12.603167,5.7143683,TCGA-BRCA
TCGA-A8-A0A6-01A,7.732424,11.254825,TCGA-BRCA
TCGA-A8-A0AD-01A,12.310577,5.003095,TCGA-BRCA
TCGA-AA-3488-01A,-60.60585,36.90166,TCGA-COAD
TCGA-AA-3489-01A,-61.645416,26.370872,TCGA-COAD
TCGA-AA-3492-01A,-59.91144,34.794407,TCGA-COAD
TCGA-AA-3494-01A,-60.456535,36.64725,TCGA-COAD
TCGA-AA-3495-01A,-61.15332,36.924652,TCGA-COAD
TCGA-AA-3496-01A,-64.856575,31.325703,TCGA-COAD
TCGA-AA-3502-01A,-61.492535,37.026035,TCGA-COAD
TCGA-AA-3506-01A,-59.19607,36.550518,TCGA-COAD
TCGA-AA-3509-01A,-60.655632,35.81245,TCGA-COAD
TCGA-AA-3510-01A,-61.02145,37.141342,TCGA-COAD
TCGA-AA-3511-01A,-65.14489,28.780764,TCGA-COAD
TCGA-AA-3655-01A,-64.553925,27.57918,TCGA-COAD
TCGA-AA-3655-11A,-61.613525,20.475615,TCGA-COAD
TCGA-AA-3660-01A,-64.83061,27.85162,TCGA-COAD
TCGA-AA-3660-11A,-61.791996,21.066168,TCGA-COAD
TCGA-AA-3662-01A,-65.24478,31.011057,TCGA-COAD
TCGA-AA-3663-01A,-57.14936,28.64914,TCGA-COAD
TCGA-AA-3663-11A,-61.3361,20.401606,TCGA-COAD
TCGA-AA-3697-01A,-65.55709,28.728714,TCGA-COAD
TCGA-AA-3697-11A,-61.77998,20.532858,TCGA-COAD
TCGA-AA-3712-01A,-67.39423,30.79233,TCGA-COAD
TCGA-AA-3712-11A,-61.282074,20.828203,TCGA-COAD
TCGA-AA-3713-01A,-61.04058,28.209833,TCGA-COAD
TCGA-AA-3713-11A,-61.765038,20.47961,TCGA-COAD
TCGA-AB-2808-03A,-1.6695405,80.99391,TCGA-LAML
TCGA-AB-2819-03A,0.08798131,80.58005,TCGA-LAML
TCGA-AB-2821-03A,-3.301994,81.12017,TCGA-LAML
TCGA-AB-2828-03A,-0.6950127,78.74806,TCGA-LAML
TCGA-AB-2835-03A,0.025542798,78.93902,TCGA-LAML
TCGA-AB-2846-03A,-0.981105,79.41649,TCGA-LAML
TCGA-AB-2847-03A,-2.7571537,79.81475,TCGA-LAML
TCGA-AB-2849-03A,-1.6202252,82.75818,TCGA-LAML
TCGA-AB-2862-03A,-1.0155207,80.20467,TCGA-LAML
TCGA-AB-2863-03A,-3.0956426,81.56874,TCGA-LAML
TCGA-AB-2869-03A,-1.0768906,78.68093,TCGA-LAML
TCGA-AB-2870-03A,-1.807415,79.69245,TCGA-LAML
TCGA-AB-2871-03A,-2.6501787,79.449,TCGA-LAML
TCGA-AB-2872-03A,-1.0378594,80.83128,TCGA-LAML
TCGA-AB-2873-03A,-2.0886693,78.38925,TCGA-LAML
TCGA-AB-2874-03A,-2.9746785,81.853325,TCGA-LAML
TCGA-AB-2875-03A,-1.706449,79.83877,TCGA-LAML
TCGA-AB-2876-03A,-0.923,80.989815,TCGA-LAML
TCGA-AB-2877-03A,-2.9820647,82.061264,TCGA-LAML
TCGA-AB-2878-03A,-2.4078884,78.66042,TCGA-LAML
TCGA-AB-2880-03A,-1.69841,81.36801,TCGA-LAML
TCGA-AB-2881-03A,-1.3786608,79.03399,TCGA-LAML
