,feature_2,feature_14,feature_15,feature_17,feature_18,feature_19,feature_21,feature_23,feature_24,feature_26,feature_29,feature_31,feature_33,feature_35,feature_38,feature_45,feature_47,feature_51,feature_64,feature_65,feature_66,feature_67,feature_74,feature_79,feature_80,feature_81,feature_85,feature_86,feature_87,feature_89,feature_96
TCGA-05-4384-01A,4.606601,1.6650285,2.6536763,8.002339,6.193596,3.782452,10.993107,0.1944028,0.0,0.0,0.0,0.012101412,9.992109,6.6203375,4.2471237,8.996034,6.385488,4.404443,0.0,0.0,7.754958,5.003795,3.359909,3.941825,3.1194122,7.907004,0.0,2.2596924,1.0073091,5.7737875,4.346034
TCGA-05-4390-01A,0.0,9.09511,0.85172206,13.136343,9.694225,6.1670284,12.453331,7.986786,0.0,0.0,0.0,5.1112227,8.403067,11.002969,8.42749,3.8568196,4.5533338,2.9774523,0.0,0.0,9.001167,9.218498,4.1243086,7.1331167,2.6574736,5.6399493,3.8803935,2.504975,5.259673,2.9014091,2.891872
TCGA-05-4396-01A,3.5623922,0.4107591,6.888668,7.3315005,11.669844,4.31355,12.191271,4.425364,0.0,0.0,0.0,0.0,14.34256,16.10571,7.6218934,3.4993858,3.0402024,11.416666,6.2002134,0.0,7.97596,7.0860996,0.19203429,0.0,1.7705511,3.1739657,0.0,7.426671,6.1608624,7.5978737,5.6071863
TCGA-05-4405-01A,0.0,4.9670763,0.0,6.4881825,7.1145353,5.381505,11.2304535,4.39203,1.7377231,0.0,0.0,1.3228233,6.6608186,9.355755,1.973917,10.17885,3.0874584,0.0,5.146909,0.0,5.6846375,3.4210205,0.0,1.7526926,5.817635,3.2362578,0.8548422,7.2257175,0.0,6.89806,0.0
TCGA-05-4410-01A,0.6272731,3.6497848,0.0,7.22257,10.812422,8.764115,10.912661,0.5347691,4.9692845,0.0,0.0,2.5995495,6.1470313,5.4872456,3.9907594,7.6835027,1.8325331,0.0,2.4465017,0.0,6.237469,3.5078487,0.76732963,1.4270681,3.1241663,4.594462,2.620059,4.304419,1.6367936,6.3233504,0.25586715
TCGA-05-4415-01A,0.51525235,5.4694276,5.6288,4.9527736,12.42038,6.852454,10.082432,1.9163234,0.0,3.5724277,0.0,6.953236,9.196024,4.8842993,12.955047,7.079814,5.948804,1.8097445,0.07131185,0.0,0.0,8.525011,0.0,3.7549644,0.0,7.4960275,4.9218493,10.463359,5.4334598,0.0,11.663086
TCGA-05-4417-01A,1.3478897,5.548233,0.307221,7.102696,9.41835,8.182857,10.621692,4.13967,0.0,0.0,0.0,2.4080648,6.3009086,8.555535,4.782551,8.648551,4.0752773,1.8673531,0.0,0.0,8.557922,5.123062,0.0,2.5388982,2.5392222,2.905532,4.1757913,4.3409476,5.421552,3.814921,0.10756743
TCGA-05-4424-01A,3.1427462,0.94286275,0.0,8.389796,9.015253,7.024164,6.6829987,3.404281,0.0,0.0,0.0,5.9764833,7.5993323,7.0030446,9.164504,11.251699,4.091286,7.7884607,1.30419,0.66764855,6.014711,1.0162268,0.0,2.1930845,3.3816574,4.9441266,0.0,8.95497,0.0,2.725008,1.5721354
TCGA-05-4425-01A,3.5064595,5.5898933,0.0,3.0126078,10.675281,5.7766523,9.00443,5.625913,4.0347657,0.0,0.0,1.2237091,9.104993,12.292462,0.0,8.734042,8.0366125,0.0,4.9806175,0.0,8.071751,5.3389106,0.0,1.6853889,5.1762085,2.5775015,2.7833688,9.460567,0.0,8.725025,0.0
TCGA-05-4427-01A,0.0,3.349587,3.2635005,7.2341104,12.1012535,8.454633,14.303083,6.352229,0.0,0.0,0.0,2.821212,9.603084,7.8904777,9.155676,4.5053706,0.0,5.5790286,3.0282137,0.0,2.032499,9.314993,5.8076854,0.6361191,5.3542852,4.31357,0.0,0.1903131,1.7952367,6.927844,7.3238487
TCGA-05-4433-01A,4.429929,2.2927408,7.7120275,2.7039154,8.486473,2.8142269,8.340595,1.279597,5.3259892,0.0,0.0,0.0,10.794525,5.618853,3.2925894,7.712646,4.779066,2.9056106,0.60583496,0.0,10.078396,4.08806,1.5182048,0.2695397,0.087805614,2.6600597,3.6157203,4.232557,8.796627,5.2140155,0.01534085
TCGA-05-5420-01A,1.1959246,2.2947829,0.9455188,4.888099,10.378244,9.251614,5.188897,1.512151,0.0,0.0,0.0,5.935026,8.040273,3.4064636,4.377087,6.7289877,5.615371,5.3156714,0.0,0.0,4.9916015,2.5331206,0.955647,0.0,0.22049944,5.8295445,4.1092095,3.2424026,5.372201,0.0,3.3528335
TCGA-05-5423-01A,6.4378014,0.0,0.0,13.145693,8.985752,7.9609413,11.148939,2.3424113,0.0,0.0,0.0,4.3144646,10.270256,6.8669333,3.3204947,8.49444,5.5192046,0.24635878,0.0,0.0,9.227427,7.9546213,0.0,1.4724754,8.963611,5.2020955,2.0371692,8.486929,0.0,4.3482685,2.75122
TCGA-05-5425-01A,2.7014914,3.0145166,4.012816,8.473021,13.4052515,7.8770704,9.028854,1.5468514,2.1175263,0.0,0.0,5.0431857,8.685187,4.3722086,7.338061,8.840506,3.3742168,4.331821,0.0,0.0,7.621069,4.210287,0.0,0.0,3.8246691,2.289852,3.2650871,5.5275064,6.3892164,2.6477509,2.6828625
TCGA-05-5428-01A,1.2939475,6.3585334,4.4045377,9.482399,12.592966,7.835763,13.645514,0.20537461,4.0160217,0.0,0.0,4.3608294,12.513054,9.967988,4.504235,3.8453918,5.5271316,1.7155744,2.4543903,0.0,1.6431292,9.436768,0.0,2.6197557,9.5606785,2.4433916,1.2646397,5.061391,0.0,7.5638356,3.9193416
TCGA-05-5429-01A,8.294877,2.712855,7.42104,2.485074,9.820736,3.7506583,7.1981506,1.0313288,6.5994577,0.0,0.0,0.9092725,10.726585,6.574487,1.929464,3.1254947,5.979637,0.17613736,0.0,0.0,12.001966,4.3871946,0.0,0.0,4.7450604,0.0,2.448519,5.3424997,7.756378,7.2585607,2.1505506
TCGA-05-5715-01A,4.8618917,4.579983,5.5376,7.327098,9.838751,3.0769866,12.262638,8.1064625,0.0,0.0,0.0,6.0783014,10.377809,13.843291,6.057709,7.95364,6.950996,0.0,0.0,0.0,10.562089,4.9571686,0.0,1.830919,8.35353,7.0067687,1.0232003,12.824226,2.789841,4.858463,0.0
TCGA-06-0125-01A,3.0727148,7.923181,4.7315927,8.026198,6.6302476,0.0,0.0,9.69269,4.615866,16.752827,0.0,0.0,0.0,2.529938,0.0,5.660693,10.799344,5.101846,6.424684,0.0,0.9770392,5.4249253,1.7984459,7.024988,5.8340893,2.8553274,5.0936537,3.8017175,0.0,11.419412,6.513155
TCGA-06-0125-02A,1.457853,7.06054,6.391367,7.6639123,7.4353223,5.6674933,0.90106386,10.223425,3.459682,14.867275,0.0,0.0,0.0,3.075494,0.0,8.7786045,8.275763,1.7793925,4.084473,0.0,1.3861096,2.6610863,0.0,5.9711847,4.737793,1.2700212,3.697225,5.3952236,0.0,5.924183,3.3530834
TCGA-06-0152-02A,1.8233694,8.936077,5.165958,9.32819,10.004026,5.450581,0.0,2.8700073,3.736366,13.174074,0.0,0.0,0.0,1.2391212,0.0,6.812542,4.3169904,1.5772635,8.047025,0.0,1.2832841,4.5580096,0.36635864,5.2222695,4.7054625,3.6398444,7.512068,5.542778,0.0,6.808744,5.684799
TCGA-06-0171-02A,1.7435473,5.3079324,7.1034713,6.1323123,10.429127,8.255666,0.0,3.3050985,1.5488337,7.86529,0.0,0.09680045,0.0,1.3246335,0.0,16.913317,8.139077,2.7324631,7.955201,0.0,2.319579,0.6002528,0.0,4.530326,0.9543641,5.442243,4.9849434,6.054407,0.0,4.1168118,0.6922715
TCGA-06-0190-01A,3.3744006,7.254373,5.757609,6.0150166,9.631115,5.513937,0.0,1.871922,1.4772253,11.360212,0.0,0.0,0.0,2.1648936,0.0,11.709618,10.417916,5.2792125,5.0334167,0.0,1.258374,0.1324352,0.0,5.8666525,4.5475173,2.206067,3.8115444,4.0711646,0.0,5.7236466,3.4352922
TCGA-06-0190-02A,5.437517,9.315239,9.556936,6.3666983,11.225281,8.360208,1.9659529,1.5020436,0.0,13.046982,0.0,0.8496144,0.0,3.6576986,0.0,12.829611,8.457662,4.3691382,5.7499866,0.0,0.8385041,0.0,0.0,4.215337,5.9833813,1.8332164,4.553496,2.4470193,0.0,6.7158256,5.751931
TCGA-06-0210-01A,1.8774304,6.78534,7.4007993,7.5471416,5.8099594,4.235898,0.98534936,5.8144593,3.3413467,15.711533,0.0,0.0,0.0,0.6103101,0.0,5.455141,7.198186,6.863838,4.370901,0.0,0.0,1.2648456,3.6692088,4.5446606,3.1097162,4.369453,4.862997,0.0,0.0,7.2911386,5.997776
TCGA-06-0210-02A,0.8987766,5.3788953,5.1906486,6.794842,5.718246,4.042841,0.58833236,6.9433274,4.4537473,14.234484,0.0,0.0,0.0,2.2779627,0.0,3.898275,4.6715746,7.006803,3.397575,0.0,0.0,2.4153965,3.4593427,4.8929963,3.2953384,2.2815337,4.7280965,0.0,0.0,5.078799,4.0989647
TCGA-06-0211-01A,0.7808517,8.299246,5.9569564,9.008726,8.971497,4.6294346,0.0,1.6302899,2.984267,12.895706,0.0,0.0,0.0,0.82125247,0.0,6.938737,6.856745,3.27847,7.4913898,0.0,0.22302924,4.606825,0.0,5.069599,2.9281213,3.2353213,5.969927,3.870383,0.0,6.8455477,5.5013885
TCGA-06-0211-02A,2.5654304,8.09169,7.55982,8.313594,9.975756,5.784166,0.0,2.2672367,3.4774928,15.681194,0.0,0.0,0.0,3.2286155,0.0,6.326068,6.463855,2.571914,6.640882,0.0,0.971681,2.945105,0.0,6.07563,4.589802,0.58282197,5.5380096,4.185672,0.0,6.776881,6.8361683
TCGA-06-0221-02A,1.0988015,0.0,4.473654,12.972925,4.841554,3.1972804,0.0,3.8848164,4.4258237,17.876629,0.0,0.0,0.0,2.1899667,0.0,3.4143548,0.025153883,9.671308,9.745794,0.0,0.0,10.106746,8.916464,7.080976,1.4238968,2.8616035,4.2515955,3.3308408,0.0,5.8815823,4.2559366
TCGA-06-1804-01A,4.9755,7.7874675,1.1294246,11.397182,6.7960033,1.9880346,0.0,9.663895,5.4146175,10.067342,0.0,0.0,0.0,2.8087904,0.0,6.3948336,10.455052,4.0990167,5.2355723,0.0,1.2610816,1.6586807,4.856235,6.9999957,6.3752546,5.4496217,3.8869538,1.7735579,0.0,12.596539,2.2326663
TCGA-06-5408-01A,3.808516,7.9445066,5.51606,12.2308235,7.325734,2.8797634,0.0,8.579389,2.8888173,19.571249,0.0,0.0,0.0,2.1993244,0.0,6.843589,10.60768,10.2986965,1.3717129,0.0,0.0,5.964917,4.387232,6.500949,9.361384,3.3107855,3.8137696,2.4619815,0.0,6.567572,6.156102
TCGA-06-5410-01A,1.5635452,5.7932916,9.118418,5.7705336,9.244625,6.5835643,0.0,6.9026046,0.7958066,8.099272,0.0,0.7554201,0.0,1.6147544,0.0,18.813673,14.177556,6.1876583,3.8459396,0.0,1.8044672,0.0,0.0,2.544046,3.6108556,6.688272,6.114196,5.750241,0.0,2.1172585,0.9462124
TCGA-06-5411-01A,2.5134082,2.5629675,2.3641016,10.95227,6.333256,3.218848,0.0,3.1213708,4.369303,11.996918,0.0,0.0,0.0,2.3560314,0.0,4.4103417,10.04988,14.332355,4.7277126,0.0,0.0,2.2498267,4.3653507,7.222046,0.0,3.416632,3.3119807,2.9457963,0.0,5.4765353,2.5525448
TCGA-06-5412-01A,1.8722751,6.5117993,9.976579,7.297364,8.799014,6.9443707,0.0,6.6055975,3.056854,10.207514,0.0,1.0834188,0.0,4.098135,0.0,17.54933,11.188935,6.298802,7.174675,0.0,3.5845072,0.0,0.0,2.660885,4.379124,4.0755377,5.755931,3.4818456,0.0,2.539094,1.552334
TCGA-06-5413-01A,2.9636955,6.0078607,3.343293,8.705906,10.542531,5.1330266,0.23727103,4.2924147,5.544248,15.803455,0.0,0.0,0.0,2.3097186,0.0,7.015639,8.318898,6.6850686,4.8803854,0.0,0.013263091,2.6460774,0.0,7.5744553,3.1569808,1.761824,5.7938395,6.0600815,0.0,6.389805,2.7166665
TCGA-06-5414-01A,3.6861522,9.764382,8.031157,10.25645,9.287588,5.5326986,0.0,2.7744002,4.474973,16.69234,0.0,0.0,0.0,2.562722,0.0,7.401437,6.045503,1.7621752,7.7967844,0.0,0.4741484,3.9224513,0.0,4.9025793,4.132127,1.526808,4.7572784,5.4349594,0.0,6.2828865,4.839965
TCGA-06-5416-01A,7.1625905,3.583487,1.8021884,10.261366,4.688575,0.7286171,0.0,11.363693,11.833072,12.443828,0.0,0.0,0.0,0.0,0.0,1.8836167,21.399977,16.685362,0.11327608,0.0,0.48947966,0.38753557,18.115356,4.4174204,0.14147978,4.463857,8.332658,0.0027926005,0.0,8.239842,4.261446
TCGA-06-5417-01A,2.2799199,1.5021555,8.842546,9.535331,4.551717,5.6678643,0.0,8.313036,6.954986,24.132854,0.0,0.0,0.0,4.8822064,0.0,1.1825254,4.9361587,8.575445,8.819706,0.0,0.0,13.513116,14.434118,11.184151,4.3865595,0.0,4.0710883,0.0,0.0,0.4932569,0.72567177
TCGA-06-5418-01A,4.0281043,8.084525,4.8250384,10.886618,6.2827177,2.7542,0.0,5.7514057,3.0562906,17.294216,0.0,0.0,0.0,2.7312007,0.0,10.298318,8.153546,7.494188,5.203985,0.0,0.0,3.7978141,0.2808354,5.415473,3.6007712,1.1832072,4.3954697,5.683671,0.0,5.6419077,4.601181
TCGA-06-5856-01A,3.457746,7.2742257,5.97346,8.772921,10.05961,3.244448,0.0,3.975692,6.38998,16.7007,0.0,0.0,0.0,5.1864066,0.0,3.2944918,8.551919,4.346854,7.895834,0.0,0.0,4.587985,3.3749344,9.009473,5.00848,2.324923,4.3809533,5.1997066,0.0,9.408909,3.772477
TCGA-06-5858-01A,5.044513,8.216433,3.3630188,10.9547615,6.282264,4.3872566,0.0,4.713554,1.5733654,13.874838,0.0,0.0,0.0,0.0,0.0,10.703609,11.19395,7.8015637,0.8572926,0.0,0.0,4.6778994,3.85247,6.452123,4.448261,6.9850416,4.429108,4.188969,0.0,5.8421803,1.7239246
TCGA-06-5859-01A,2.9425738,6.3664937,4.292441,10.508269,7.476714,6.448779,0.0,2.027522,5.347793,15.652529,0.0,0.0,0.0,2.7559543,0.0,4.4134207,4.2220774,5.1401777,6.0359883,0.0,0.90315473,2.7305958,3.4677758,7.7061048,2.2704651,3.9235623,5.483827,2.615421,0.0,3.172338,2.6137846
TCGA-06-AABW-11A,0.0,0.22844276,0.0,2.5680199,1.8816928,1.9013287,0.0,6.8826118,0.7371431,7.840846,0.0,0.057211936,0.0,0.0,5.3085387e-05,10.882141,12.176334,8.35555,3.1438909,0.0,4.249419,1.7035123,0.0,5.8672776,3.205156,8.899258,0.8506584,8.694427,0.0,2.0274708,0.0
TCGA-12-5295-01A,1.3681682,10.602133,6.294064,9.778947,8.927219,6.8179007,1.0242276,8.601255,6.223739,16.038202,0.0,0.0,0.0,4.033437,0.0,4.092537,6.495699,4.5314865,5.325633,0.0,2.1471395,4.7310905,2.4310963,5.037098,7.330281,0.30483773,6.443886,0.20006418,0.0,2.5036747,4.420252
TCGA-12-5299-01A,2.9182298,9.267504,7.1910477,13.939387,6.9941854,4.7362227,0.0,11.101248,1.4402289,20.428144,0.0,0.0,0.0,0.4217089,0.0,8.145826,8.058686,3.5231414,3.7109747,0.0,1.2853097,8.852423,0.0,6.6444616,12.687173,4.044809,6.9224772,8.920537,0.0,3.6471596,4.6837683
TCGA-13-A5FT-01A,12.681878,3.676277,4.480188,20.12448,10.130262,0.0,6.7378306,8.857002,0.0,8.692528,0.0,5.5836835,0.0,4.453855,15.278626,6.982502,7.9998035,18.722256,2.64983,0.0,1.4177266,2.8546317,0.0,2.149959,13.730177,3.2494621,5.820791,5.0047956,3.6255908,7.444868,3.5921824
TCGA-14-0736-02A,2.611646,2.9762366,5.2878394,9.471744,13.162051,7.816494,0.0,5.2539353,2.277433,12.704682,0.0,0.7960462,0.0,2.223217,0.9859089,12.131136,10.2683935,6.9739566,5.377607,0.0,3.3067663,0.0,0.0,5.3945994,8.553771,2.576691,5.191655,7.5647,0.0,2.0331335,2.9829443
TCGA-14-0781-01B,1.8909436,5.975956,9.434446,8.391462,8.562714,6.065226,0.0,1.4035574,0.0,9.068391,0.0,1.1926135,0.0,1.3385643,0.0,18.262478,11.615542,6.239822,7.041579,0.0,2.4549296,0.0,0.0,2.4770932,4.5444765,5.4262795,6.589597,6.293935,0.0,3.1117272,2.0128522
TCGA-14-1034-02B,0.02928711,12.743063,4.551613,13.604819,7.6221075,3.0896623,0.0,10.128931,3.095933,15.264484,0.0,0.0,0.0,0.6007718,0.0,9.541762,9.506548,0.0,3.0248778,0.0,0.21953772,9.262799,1.2727093,8.450577,12.412557,2.5665603,8.074473,11.430249,0.0,9.781371,5.0798635
TCGA-14-1402-02A,3.8463128,8.715903,7.063545,9.88266,7.069968,2.5135791,0.0,9.782973,5.826146,18.131248,0.0,0.0,0.0,4.566257,0.0,3.5478992,9.5106535,2.838622,8.659093,0.0,2.6682875,4.7978435,1.5152212,7.5229454,9.218231,1.6981217,6.629818,5.884946,0.0,6.7631464,4.0007887
TCGA-15-1444-01A,1.8983173,0.0,5.6013217,8.729359,2.8558946,3.2648268,0.0,2.1415884,0.0,11.714338,0.0,0.0,0.0,2.4271195,0.0,8.769395,3.1001954,7.9303393,9.067595,0.0,0.008127317,7.179323,2.5660946,7.3633413,2.0022807,4.187862,2.9810414,3.3437061,0.0,1.9598176,1.3033001
TCGA-18-3417-01A,3.6583736,3.8242133,12.506731,6.4386277,8.723714,8.333435,10.163135,0.42370838,0.0,9.427569,0.0,4.9883685,7.9963202,7.9688735,7.745161,6.353513,8.758552,8.6924,5.6049576,0.0,12.86743,1.2468848,0.0,0.9064991,5.2170095,1.0724691,1.1816814,7.6820526,0.5177176,2.2770452,1.8124664
TCGA-18-4721-01A,0.21316417,2.1471584,10.042105,5.422124,6.9298863,11.793227,4.206026,0.6281664,0.8360752,8.329748,0.0,1.2397456,5.736483,10.055322,6.1279945,7.2138023,3.31907,3.0263724,6.696757,0.0,10.0689,0.0,0.0,0.0,2.022746,4.984272,4.8891745,10.015892,0.0,0.37022412,0.0
TCGA-18-5592-01A,6.6041436,1.8321446,16.570435,11.32296,3.9835277,8.167335,9.167562,1.7993011,0.23629707,9.917671,0.0,1.800603,10.0023985,9.276708,15.581449,3.2018094,9.610404,0.0,5.879625,0.0,7.3319683,0.0,0.0,1.8153702,0.0,5.526233,5.424217,8.856811,0.4223809,5.5363245,2.3127768
TCGA-18-5595-01A,4.856217,4.8784995,13.912052,10.966129,1.8573792,5.139693,14.970741,2.6933613,7.669316,2.5466008,0.0,0.0,4.9104896,6.0166574,18.70795,0.8458064,8.640982,5.2474246,9.839407,0.0,5.680573,0.0,0.5033765,8.66771,0.32881302,5.488072,6.0569725,7.6502686,1.9155413,3.3604288,1.6237445
TCGA-19-0957-02A,0.0,3.5362773,2.1576803,8.399172,4.5156536,3.9586892,0.0,7.7944574,4.0732417,12.154294,0.0,0.0,0.0,3.7378783,0.0,4.8756995,6.087131,6.431378,4.942644,0.0,0.78150225,3.853429,2.8750482,7.3910885,2.3001196,2.00454,3.172099,1.684437,0.0,4.374777,3.4755552
TCGA-19-1389-02A,2.6945589,8.490958,7.2782807,5.8312593,8.638115,5.912636,0.0,1.5350066,1.0202338,12.731041,0.0,0.0,0.0,0.30886266,0.0,15.0261345,10.329292,4.9840665,4.6583457,0.0,1.5072315,0.4394645,0.0,6.166912,5.2221723,3.4116988,3.9136038,5.569863,0.0,3.7875998,3.3760836
TCGA-19-4065-01A,4.804135,3.7578132,10.254087,9.739734,8.97422,4.148533,2.5591218,1.2158303,0.15954298,11.009517,0.0,0.0,0.0,2.7284966,0.0,7.1768217,6.218919,7.8927407,6.014738,0.0,0.0,1.680667,1.0633872,1.7763187,4.356467,5.2701554,4.2763395,0.84550095,0.0,5.166106,7.663604
TCGA-19-4065-02A,3.5427873,5.8650684,7.351362,10.051584,9.568974,5.1019883,0.0,1.7079537,0.47056454,12.203754,0.0,0.0,0.0,3.6333375,0.0,12.459505,7.7825484,7.6254516,6.3855352,0.0,0.1826825,1.1684341,0.0,3.4887958,5.2731595,3.0629852,5.2705398,3.7616105,0.0,4.545348,5.436182
TCGA-19-5960-01A,3.375849,6.0993943,5.2848287,12.364849,10.161974,1.8508612,0.0,5.391864,4.143574,18.190899,0.0,0.0,0.0,2.904099,0.044037737,3.0097923,6.672374,3.8892856,8.805555,0.0,0.0,5.2887316,0.95581186,11.227621,7.3467793,5.0206037,6.722669,9.758346,0.0,8.612038,2.4128282
TCGA-21-5782-01A,6.9475183,0.0,7.1861205,15.214169,3.1244276,2.820788,6.8130217,8.670574,2.0012434,3.6828375,0.0,6.2375426,2.6243005,2.7901623,8.248921,6.172165,6.2616405,9.211111,7.2132015,0.0,5.4266376,0.0,3.7930167,3.219871,0.0475996,10.109926,8.03895,0.0,1.8537414,10.821658,0.0
TCGA-21-5783-01A,0.7550297,1.410821,5.3263516,9.733509,5.9418745,5.885294,13.305777,3.295048,0.0,13.134811,0.0,1.3285894,0.0,4.6556845,11.43087,5.814415,6.654371,13.472122,10.052261,4.41056,5.1657753,0.0,0.0,4.43572,2.9546793,4.227935,2.9375162,14.109913,0.0,10.568032,5.9448166
TCGA-21-5784-01A,1.1065218,2.180508,6.7234445,8.264728,5.303413,9.245189,6.260739,5.1413326,2.652389,2.2913618,0.0,2.345006,4.8280206,5.6688766,4.8939586,10.293669,10.810856,2.7156706,2.166953,0.0,12.560255,0.0,0.046100304,3.1829376,4.220602,5.4902787,2.0793617,0.25765824,0.0,4.255301,0.0
TCGA-21-5786-01A,0.714998,0.0,8.187436,13.939554,7.7919836,8.613431,11.168199,2.8774765,0.0,11.466539,0.0,7.0310035,3.3730984,7.1862364,11.670133,6.7346497,8.644024,8.231434,9.478562,4.909831,7.4525504,0.0,0.0,3.5190473,4.969829,0.0,5.2866144,15.152279,0.0,4.348662,6.5624447
TCGA-21-5787-01A,3.9653225,0.08697737,9.864858,5.8691144,12.849548,7.708396,14.2366295,2.2477,0.0,0.0,0.0,10.79697,3.5127375,5.3420105,9.658601,8.642948,2.790033,9.802189,2.1855607,0.0,3.3779788,3.2802832,0.0,3.6699407,7.185713,11.516443,0.24461398,9.069808,3.5536373,0.0,5.439207
TCGA-21-A5DI-01A,2.870064,3.5962641,5.77977,3.3134701,4.7335234,6.8344364,9.665531,0.0,0.0,6.020115,0.0,2.908136,6.10472,0.71214044,9.737277,9.301298,7.5904593,7.2534084,5.286744,0.0,9.847495,0.0,0.0,2.401215,2.6369197,3.5850613,2.3383193,0.0,0.0,6.470541,2.030139
TCGA-22-4593-01A,3.3313704,2.3880637,7.718145,12.723669,8.278006,6.711664,9.612387,2.0652077,3.2463644,8.703983,0.0,3.1404471,1.103311,4.8659015,14.26179,0.45347834,5.8276615,8.87617,6.119944,0.0,7.166831,0.0,1.1520069,4.259909,2.7065217,0.0,1.976079,4.735626,0.0,11.770705,4.447052
TCGA-22-4599-01A,1.9369256,0.2669468,10.154299,11.8337145,6.0926514,11.333368,6.4778194,5.712243,0.0,14.385073,0.0,5.2162523,4.2658486,7.045692,14.766929,7.2678437,6.781064,4.419738,2.5981412,0.0,10.477122,0.0,0.0,0.0,5.613583,6.3084445,6.182,11.132483,0.30429006,1.4359136,1.3607674
TCGA-22-4601-01A,3.3137734,0.0,12.973744,13.672679,3.714843,4.900426,13.552316,11.528324,0.0,12.42915,0.0,1.3283042,8.977679,13.052384,17.696459,10.584255,8.5996475,8.707095,10.752685,0.0,9.370135,0.0,0.0,0.0,10.738011,8.23071,0.119606234,15.979485,0.0,0.5154352,3.7634726
TCGA-22-4605-01A,0.0,0.0,10.800705,9.187305,2.7856598,7.916464,6.048563,4.1661506,0.5381674,3.8268964,0.0,2.461933,4.79455,5.533279,8.613553,10.644379,7.2951894,4.6137605,3.7440808,0.0,8.3265915,0.0,0.0,4.5703897,0.4130748,5.923056,0.054252006,0.0,2.9687438,2.9334202,1.8489804
TCGA-22-4609-01A,1.9342703,1.9029827,6.8758006,8.150851,7.0048084,8.821976,5.218749,2.2820191,2.2815306,4.5540013,0.0,0.0,8.0152445,2.0168417,9.356742,8.103273,7.4300823,3.6748478,3.230904,0.0,9.98265,0.0,2.3876626,4.4574966,0.0,5.341551,4.902522,2.1576202,2.2936714,8.412238,0.025496066
TCGA-22-4613-01A,0.0,0.0,7.3201447,11.150198,3.880372,9.759633,6.4712296,5.5696964,3.2128673,6.855214,0.0,6.7143564,6.396629,4.6959424,15.920417,4.8796873,7.6696763,10.893921,2.2887044,0.0,7.8640637,0.0,0.9153207,3.6361575,1.6647885,7.8098187,3.0020595,0.0,2.6172068,0.1785735,0.67209935
TCGA-22-5471-01A,5.4642243,0.38392735,7.9846153,13.55019,6.8309007,8.097605,8.922274,2.0042999,1.2468729,9.869386,0.0,7.7104115,4.6158576,7.3358445,13.571786,6.769327,9.636399,6.332955,8.663528,0.0,11.677502,0.0,0.0,0.0,3.4702702,2.9004471,5.33589,8.902994,1.9868623,3.0915024,0.69987166
TCGA-22-5471-11A,4.19641,0.8334679,1.5734453,7.3613496,5.6526546,6.8601317,3.7573214,1.2090275,0.0,0.0,0.0,1.8390095,12.224021,2.2475996,3.7641206,15.988672,11.046578,6.4426613,0.0,0.0,10.657684,1.2078416,0.0,8.092075,1.4188664,8.46129,0.0,5.6830244,1.5843261,2.8046858,0.0
TCGA-22-5472-01A,7.0853367,6.0926986,9.823549,10.796097,1.8477343,6.6543255,12.667244,0.15965082,3.9683878,1.5510113,0.0,1.8459835,10.446083,5.5384936,7.2220845,8.463745,10.669806,0.0,3.6305811,0.0,9.579386,0.0,0.5556821,3.72847,2.027734,5.753235,0.5056872,2.3971586,1.8001947,9.738393,0.73277706
TCGA-22-5472-11A,5.190468,0.73524463,2.8141842,7.7709074,4.8016543,9.013805,5.403885,2.0373385,0.0,0.0,0.0,1.4044926,10.7475605,1.0007837,1.7546116,15.82406,8.973578,7.4760675,0.0,0.0,9.0909605,1.3316643,0.0,7.843621,0.71539336,7.47271,0.0,5.8190727,2.250324,5.505682,0.0010809898
TCGA-22-5473-01A,2.0531597,0.0,16.171698,13.55167,5.6819296,8.84822,7.22424,0.75696903,3.1601028,10.659765,0.0,1.270883,8.16383,9.064631,15.383517,3.192926,2.6230707,6.2838197,9.454682,0.0,10.016586,0.0,0.0,3.492431,6.314426,5.1197543,2.1586812,9.008663,0.16435733,0.56460357,3.2426016
TCGA-22-5474-01A,2.9269056,2.0901768,9.067725,8.889101,7.5284967,9.522834,6.976685,1.6565053,0.9536368,5.9894476,0.0,2.1053505,5.626332,9.026748,10.340152,6.6289883,7.2137575,2.0926478,6.210526,0.0,9.243634,0.0,0.0,0.6717484,0.0,7.1592164,6.774027,10.21954,1.6633835,4.8411713,0.0
TCGA-22-5477-01A,3.2508667,0.22398442,14.960871,14.123493,7.7170134,6.5538707,5.3073354,5.030566,3.3984592,8.213778,0.0,4.3477383,6.6103897,10.961839,20.251726,1.8356739,5.984771,3.4820101,6.695685,0.0,9.8432045,0.20175964,0.0,4.384947,1.7537124,7.0802703,6.997795,12.419315,3.7789938,8.663568,0.49115753
TCGA-22-5478-01A,0.0,1.2709755,6.380922,12.050995,9.769511,10.19292,5.7502003,2.3636923,2.8973596,5.3577576,0.0,2.8903449,2.595996,7.0403366,13.84076,6.082317,3.2378829,10.821295,3.465947,0.0,7.1253824,0.0,2.2001846,7.7184935,3.9866989,6.383679,0.0,1.0874529,0.0,7.728255,2.2685106
