,feature_2,feature_14,feature_15,feature_17,feature_18,feature_19,feature_21,feature_23,feature_24,feature_26,feature_29,feature_31,feature_33,feature_35,feature_38,feature_45,feature_47,feature_51,feature_64,feature_65,feature_66,feature_67,feature_74,feature_79,feature_80,feature_81,feature_85,feature_86,feature_87,feature_89,feature_96
TCGA-AA-3655-11A,0.23856774,0.14996219,0.21275958,0.03796194,0.26814502,0.32551423,0.0,0.17714648,0.0,0.022108968,0.0,0.12947285,0.6720827,0.04553284,0.12059304,0.33344555,0.23527104,0.06863955,0.0629592,0.0,0.52876854,0.0,0.0,0.50924414,0.0,0.4082328,0.43096316,0.41817138,0.44274122,0.0569667,0.022621427
TCGA-AA-3660-01A,0.13008988,0.40958315,0.03806181,0.13156146,0.0959211,0.1141033,0.28003114,0.25761554,0.16039106,0.069985986,0.0,0.3415114,0.51105636,0.18366888,0.14324282,0.059954543,0.087315746,0.046316553,0.11180856,0.0,0.3363878,0.16692214,0.0,0.20906541,0.01102984,0.100967765,0.39679775,0.22705846,0.55632406,0.35457838,0.03232412
TCGA-AA-3660-11A,0.21829215,0.27589136,0.16570719,0.097730584,0.17092703,0.2546675,0.029163707,0.39562914,0.0,0.0,0.0,0.11141811,0.85731024,0.112730525,0.1378624,0.2968151,0.29420447,0.026388735,0.0,0.0,0.6434414,0.07684607,0.065589,0.40749928,0.0,0.55464166,0.4931776,0.26402915,0.49402502,0.0,0.0
TCGA-AA-3662-01A,0.13341744,0.2920697,0.13733014,0.068372026,0.17132872,0.08528114,0.31841096,0.20272358,0.0,0.09017531,0.0,0.16557562,0.5070936,0.108660296,0.19739893,0.11936714,0.11058475,0.15423623,0.06069764,0.0,0.234468,0.18192357,0.12880768,0.0453694,0.0,0.12355449,0.31662187,0.026957825,0.6370912,0.38099298,0.16944216
TCGA-AA-3663-01A,0.1130648,0.42833367,0.4670786,0.005028613,0.20172577,0.16204482,0.2961982,0.015576343,0.23330599,0.0,0.0,0.06496633,0.607245,0.40802768,0.1650972,0.087943025,0.0,0.08368244,0.29523173,0.0,0.25669935,0.26369488,0.046232812,0.15885203,0.0,0.28070778,0.43030453,0.2955526,0.44790626,0.056723583,0.07180752
TCGA-AA-3663-11A,0.20897712,0.078416966,0.13880403,0.051899165,0.13515353,0.30137658,0.0,0.09425797,0.0,0.067412615,0.0,0.13285288,0.5962212,0.0,0.11686685,0.39036784,0.2574338,0.11789925,0.05346974,0.0,0.4162099,0.0,0.0,0.40580815,0.0,0.3415586,0.30811143,0.29915565,0.4077387,0.064889066,0.0
TCGA-AA-3697-01A,0.21458317,0.46752244,0.12892799,0.12863651,0.24570273,0.26308143,0.07504441,0.032503843,0.0,0.08557294,0.0,0.29302385,0.7174763,0.11279345,0.28899753,0.083766855,0.065691195,0.08252896,0.0,0.0,0.23301739,0.15013379,0.13414317,0.22468492,0.0,0.1525866,0.4305121,0.1386293,0.52758473,0.2913758,0.19164574
TCGA-AA-3697-11A,0.29639933,0.1886253,0.20869806,0.0813112,0.3822113,0.2901293,0.0,0.15377048,0.0,0.069487154,0.0,0.14731346,0.6299104,0.03525486,0.10644408,0.31149665,0.27642867,0.06311286,0.043380056,0.0,0.37794688,0.0063868994,0.0,0.45563143,0.0,0.3574054,0.41553357,0.2238859,0.39262918,0.020438684,0.0
TCGA-AA-3712-01A,0.27278227,0.5905562,0.26119494,0.19409917,0.20531128,0.16500765,0.14083652,0.06199398,0.0,0.08288518,0.0,0.32763,0.5224529,0.0,0.16677019,0.119290695,0.0811242,0.10017331,0.033735644,0.0,0.13237658,0.16940103,0.14945053,0.23080379,0.0,0.27480394,0.46080694,0.14203897,0.47272047,0.28006765,0.0755465
TCGA-AA-3712-11A,0.3458469,0.15169854,0.16590624,0.08787058,0.34694275,0.20844366,0.0,0.19203342,0.0,0.0,0.0,0.057440415,0.7611883,0.06636176,0.16758113,0.36578524,0.26710227,0.011363058,0.10254214,0.0,0.42457572,0.0,0.0,0.50881946,0.0,0.43854162,0.48869452,0.29597408,0.4409835,0.056294605,0.0
TCGA-AA-3713-01A,0.0978194,0.24666844,0.2779601,0.0,0.25456777,0.16598763,0.3352134,0.072171226,0.24783579,0.0,0.0,0.0,0.6227716,0.081026584,0.14263482,0.11233938,0.0,0.11626001,0.19512956,0.0,0.19281095,0.1809097,0.30660206,0.10064996,0.0,0.24727474,0.26749784,0.051974446,0.38485733,0.15570834,0.12371544
TCGA-AA-3713-11A,0.23199122,0.16521887,0.1746553,0.036974277,0.32558465,0.33095,0.040283557,0.10893548,0.0,0.034313288,0.0,0.09193857,0.70976454,0.06959304,0.122789554,0.29200342,0.28190985,0.07298344,0.0064979806,0.0,0.43772942,0.029582703,0.0,0.40779117,0.0,0.40730056,0.38876578,0.2832327,0.4772243,0.0,0.0
TCGA-AB-2808-03A,0.11546827,0.22728832,0.3236892,0.2516009,0.69442916,0.3660465,0.0,0.20574902,0.3974602,0.0,0.0,0.0027013056,0.0,0.15258913,0.22759944,0.7554106,0.19744785,0.0,0.5004718,0.0,0.0,0.39970812,0.025363106,0.06292469,0.1002953,0.29111692,0.65924275,0.16083767,0.0,0.21573277,0.0
TCGA-AB-2819-03A,0.0,0.41907,0.23871551,0.16088602,0.92151713,0.33467397,0.0,0.5710528,0.67573684,0.0,0.0,0.18113956,0.0,0.14176789,0.4263301,0.64050394,0.4065199,0.0,0.3876355,0.0,0.011278685,0.47110516,0.05294694,0.0619955,0.10627808,0.27177027,0.7084618,0.0776089,0.0,0.51738214,0.0
TCGA-AB-2821-03A,0.19007377,0.07740684,0.31942263,0.24775398,0.46789238,0.40696836,0.0,0.20089982,0.0,0.0,0.0,0.1564652,0.0,0.006106259,0.27604437,0.82405514,0.0,0.059966344,0.45635924,0.0,0.0,0.41412595,0.0,0.13722917,0.2140496,0.4874636,0.537899,0.3192569,0.0,0.1635789,0.062872946
TCGA-AB-2828-03A,0.17832498,0.3690926,0.28021544,0.101577684,0.78877723,0.3847128,0.0,0.18764313,0.4664947,0.0,0.0,0.1717566,0.0,0.004234696,0.2704505,0.80231404,0.39639956,0.10250923,0.3532188,0.0,0.0,0.3624576,0.09922897,0.01100717,0.016961679,0.43411463,0.6244019,0.06941951,0.0,0.3716431,0.08504805
TCGA-AB-2835-03A,0.20011847,0.36555117,0.38909757,0.13394275,0.7376231,0.36850774,0.0,0.12164867,0.5620621,0.0,0.0,0.0,0.0,0.088734776,0.26793242,0.74179596,0.20709173,0.122983485,0.40383038,0.0,0.0,0.3870558,0.06709667,0.0,0.15786338,0.34152123,0.55517155,0.0,0.0,0.17053743,0.031133756
TCGA-AB-2846-03A,0.11886221,0.3148815,0.29500228,0.14578444,0.6554447,0.33607402,0.0,0.46079826,0.42508677,0.0,0.0,0.22217982,0.0,0.07881769,0.28255448,0.79228514,0.3765746,0.03481264,0.34859058,0.0,0.025254179,0.26903453,0.08175708,0.022094239,0.06390482,0.42880198,0.6716362,0.086872675,0.0,0.4159913,0.010929017
TCGA-AB-2847-03A,0.23135826,0.15793961,0.25108266,0.26353884,0.67746276,0.37206355,0.0,0.20765677,0.28263527,0.0,0.0,0.022658706,0.0,0.14713341,0.2505895,0.7695624,0.16224244,0.03338573,0.45219275,0.0,0.0,0.18286006,0.0,0.06590291,0.1062292,0.37750894,0.699771,0.18217142,0.0,0.28830048,0.0
TCGA-AB-2849-03A,0.056630947,0.11559451,0.2835826,0.27301157,0.56572163,0.17900686,0.0,0.34353077,0.54184073,0.0,0.0,0.07542256,0.09006341,0.30186212,0.1563021,0.56536555,0.0204831,0.0,0.75518477,0.0,0.0147527745,0.25910583,0.0,0.14318539,0.16467288,0.1580283,0.63272667,0.5413963,0.0,0.42401105,0.0
TCGA-AB-2862-03A,0.060793966,0.21725065,0.3225461,0.22447594,0.5216985,0.4114529,0.0,0.38655692,0.370926,0.0,0.0,0.14836903,0.0,0.035467174,0.29535988,0.80936843,0.2132862,0.08520511,0.40088946,0.0,0.0,0.47905138,0.0,0.00075159944,0.26727644,0.4294223,0.69703454,0.1391579,0.0,0.291975,0.0
TCGA-AB-2863-03A,0.116725884,0.26622915,0.3961875,0.31334698,0.5437587,0.42207786,0.0,0.14940226,0.12013172,0.0,0.0,0.06993922,0.0,0.011902139,0.28617045,0.8584582,0.08369274,0.108177565,0.45521802,0.0,0.0,0.52027965,0.0,0.16077907,0.274453,0.4561595,0.7320598,0.26603585,0.0,0.086840905,0.010514882
TCGA-AB-2869-03A,0.229247,0.24544276,0.28836858,0.19118103,0.58701444,0.33160168,0.0,0.4010554,0.45412406,0.0,0.0,0.080966644,0.0,0.07275005,0.30389258,0.74813396,0.31542397,0.12450692,0.30397126,0.0,0.0,0.29466236,0.20890512,0.0,0.16899797,0.50904506,0.69422215,0.0,0.0,0.38522542,0.0
TCGA-AB-2870-03A,0.10261938,0.2886914,0.2598676,0.14101183,0.80785865,0.41719854,0.0,0.23118463,0.34125638,0.0,0.0,0.15873758,0.0,0.0,0.2625557,0.8768927,0.34201163,0.056576513,0.37918895,0.0,0.0,0.3743294,0.0,0.030595817,0.073369786,0.56036055,0.694107,0.21827844,0.0,0.40757906,0.008555539
TCGA-AB-2871-03A,0.23827733,0.1862613,0.281804,0.2102373,0.5963467,0.47598952,0.0,0.16298714,0.25465614,0.0,0.0,0.04971114,0.0,0.047980927,0.27151948,0.7114956,0.12673044,0.08464413,0.3840668,0.0,0.0,0.265842,0.053326607,0.05397868,0.12701803,0.52969605,0.66707194,0.09242645,0.0,0.252535,0.007982023
TCGA-AB-2872-03A,0.10684642,0.21356669,0.3502955,0.26779655,0.782646,0.34384084,0.0,0.19905241,0.478614,0.0,0.0,0.01043535,0.0,0.07224424,0.35817218,0.8052241,0.23514067,0.041585617,0.49086744,0.0,0.0,0.518067,0.0,0.0,0.23596098,0.3282704,0.634156,0.19780168,0.0,0.3785308,0.099514075
TCGA-AB-2873-03A,0.24304903,0.31262943,0.3143356,0.18442942,0.44028583,0.42927587,0.0,0.40392542,0.22077197,0.0,0.0,0.19044025,0.0,0.0,0.27898997,0.8899213,0.31635225,0.1297746,0.25467882,0.0,0.002472335,0.110168986,0.06860396,0.0,0.072285905,0.4038041,0.6510824,0.08608457,0.0,0.31186682,0.11029864
TCGA-AB-2874-03A,0.086555935,0.2341344,0.37707293,0.32177344,0.5806159,0.4172163,0.0,0.19673233,0.32063213,0.0,0.0,0.044822928,0.0,0.048022527,0.27165833,0.8716388,0.06976787,0.04358521,0.57980037,0.0,0.0,0.5689699,0.0,0.072846524,0.30961826,0.41557428,0.7242409,0.33001262,0.0,0.15232828,0.0
TCGA-AB-2875-03A,0.10154706,0.24881929,0.2579206,0.18571587,0.81502366,0.45695972,0.0,0.24500561,0.40478754,0.0,0.0,0.12387864,0.0,0.032338154,0.29278168,0.7616417,0.29366937,0.0418607,0.4087597,0.0,0.0,0.36833113,0.0,0.011890252,0.092305064,0.4985854,0.69721913,0.18826458,0.0,0.43022025,0.0
TCGA-AB-2876-03A,0.1799171,0.23261541,0.35059914,0.22076373,0.54916996,0.37502688,0.0,0.466563,0.47176436,0.0,0.0,0.08857969,0.0,0.13680026,0.25537178,0.7843447,0.14423862,0.0,0.45514348,0.0,0.0,0.37767723,0.0,0.028031157,0.27116913,0.3226314,0.75079775,0.14690228,0.0,0.15087245,0.0
TCGA-AB-2877-03A,0.0,0.21168905,0.4565235,0.33288527,0.4251627,0.32016337,0.0,0.42951244,0.28053802,0.0,0.0,0.042710107,0.0,0.08754637,0.3020775,0.8350384,0.01793618,0.037939142,0.60352546,0.0,0.0,0.5852445,0.0,0.0458383,0.43826094,0.3054586,0.72629696,0.3928807,0.0,0.20556062,0.08466434
TCGA-AB-2878-03A,0.17813696,0.11769565,0.38662228,0.20223522,0.5268139,0.24694006,0.0,0.35468432,0.328888,0.0,0.0,0.0,0.0,0.1514225,0.30567577,0.699864,0.13959901,0.1440127,0.32611597,0.0,0.006572694,0.21665834,0.0,0.0,0.19042665,0.30626953,0.56123227,0.033821378,0.0,0.2087502,0.0
TCGA-AB-2880-03A,0.0,0.33238736,0.3046051,0.20564055,0.82518035,0.4037896,0.0,0.20264468,0.4634322,0.0,0.0,0.14846812,0.0,0.052791767,0.24270995,0.78614587,0.22752617,0.0,0.4975127,0.0,0.0,0.47275877,0.017764002,0.06297671,0.13095087,0.44553944,0.7287296,0.22726136,0.0,0.27958837,0.0
TCGA-AB-2881-03A,0.17211792,0.3165734,0.2943193,0.15817922,0.6229025,0.39907074,0.0,0.4770729,0.3910866,0.0,0.0,0.21976742,0.0,0.0,0.28027162,0.87216926,0.36624864,0.09504621,0.30704948,0.0,0.0,0.26612213,0.08716075,0.0,0.09489141,0.52722996,0.7291919,0.08396604,0.0,0.34725532,0.01889997
TCGA-AB-2882-03A,0.23105519,0.12873285,0.30870974,0.21139629,0.40065658,0.3500627,0.0,0.38544405,0.11963041,0.0,0.0,0.1698737,0.0,0.082027905,0.22596799,0.7311513,0.106297694,0.0355024,0.35482854,0.0,0.0,0.16540942,0.0,0.012334118,0.117435515,0.46833467,0.588536,0.12638742,0.0,0.23442991,0.0
TCGA-AB-2883-03A,0.31279474,0.3236259,0.41142365,0.22103898,0.752745,0.32235274,0.0,0.18804978,0.48348483,0.0,0.0,0.052625712,0.0,0.21148877,0.3812621,0.8607839,0.4238756,0.13344921,0.38303572,0.0,0.014238159,0.25947025,0.16660048,0.0,0.0989465,0.20975083,0.6222489,0.03479572,0.0,0.5192377,0.12893258
TCGA-AB-2884-03A,0.15206861,0.29464865,0.32081264,0.19556378,0.4370453,0.43065107,0.0,0.38797754,0.18216358,0.0,0.0,0.16854987,0.0,0.0,0.26094675,0.8869048,0.19084042,0.05648494,0.30673513,0.0,0.0,0.32445052,0.0,0.0,0.2532705,0.47976595,0.67280865,0.12768194,0.0,0.22193883,0.059757717
TCGA-AB-2885-03A,0.19121781,0.10631995,0.31131542,0.24562725,0.549778,0.35203105,0.0,0.20973502,0.19149879,0.0,0.0,0.16905575,0.0,0.15334916,0.33739316,0.8697664,0.14724448,0.06730134,0.514839,0.0,0.0,0.16826613,0.0,0.074140415,0.115649,0.37364906,0.6441543,0.393169,0.0,0.25094888,0.0
TCGA-AB-2886-03A,0.0,0.29643303,0.20293513,0.14533149,0.9983991,0.3495263,0.0,0.31705028,0.6094323,0.0,0.0,0.13387488,0.0,0.065977916,0.37013087,0.7253709,0.38660163,0.020391904,0.41893983,0.0,0.0,0.46175402,0.03179977,0.059609767,0.027814236,0.37663049,0.71482813,0.17390999,0.0,0.50090146,0.0
TCGA-AB-2889-03A,0.13157067,0.35004944,0.29625073,0.14340858,0.76924074,0.46548983,0.0,0.22574958,0.45118797,0.0,0.0,0.1591948,0.0,0.0,0.27881148,0.9309516,0.4596467,0.11903208,0.32837838,0.0,0.0,0.3650229,0.077362664,0.06516062,0.046201326,0.52106696,0.6741324,0.15432376,0.0,0.39701924,0.0
TCGA-AB-2890-03A,0.2616483,0.1954233,0.25440103,0.1902618,0.54022753,0.4751802,0.0,0.13777669,0.23390876,0.0,0.0,0.17045833,0.0,0.08242026,0.2787525,0.7366576,0.13383149,0.08658865,0.37949768,0.0,0.0,0.20460136,0.08101469,0.14427774,0.047823973,0.48189676,0.6741349,0.09588383,0.0,0.27594408,0.0
TCGA-AB-2891-03A,0.012299961,0.32965136,0.15186192,0.20729329,0.6426242,0.3828188,0.0,0.1800581,0.24766384,0.0,0.0,0.06180011,0.0,0.14499389,0.13809697,0.7019593,0.11522386,0.0,0.52202326,0.0,0.0,0.22672616,0.047735047,0.19218658,0.13993351,0.35071495,0.82555676,0.30258682,0.0,0.30906436,0.0
TCGA-AB-2892-03A,0.13961343,0.3209972,0.34403202,0.18517326,0.56918263,0.37675232,0.0,0.4747585,0.34237352,0.0,0.0,0.1947952,0.0,0.051353533,0.26591066,0.9018958,0.39319092,0.08575961,0.32974315,0.0,0.0,0.25545138,0.029363193,0.01978908,0.07081565,0.4328335,0.7065173,0.12798664,0.0,0.35900745,0.0
TCGA-AB-2894-03A,0.2809304,0.25741997,0.25438175,0.25262782,0.47164303,0.26508328,0.0,0.45781028,0.38141426,0.0,0.0,0.090521015,0.0,0.23382491,0.33167836,0.75622654,0.3423937,0.10744729,0.31338692,0.0,0.0,0.13846815,0.21734838,0.0,0.063250855,0.20559877,0.7336,0.003109961,0.0,0.367014,0.07669832
TCGA-AB-2895-03A,0.14581522,0.45475268,0.23926508,0.12040191,0.79612195,0.28658324,0.0,0.50395733,0.7279279,0.0,0.0,0.16436067,0.0,0.056690175,0.37494582,0.8728922,0.5156121,0.1943659,0.28661913,0.0,0.0,0.31268936,0.30524457,0.0,0.10301248,0.57574177,0.72192,0.0024894692,0.0,0.53519326,0.0
TCGA-AB-2897-03A,0.1423613,0.22513093,0.3518674,0.2307897,0.5158859,0.36566126,0.0,0.41553482,0.33327982,0.0,0.0,0.13189563,0.0,0.08538483,0.3017057,0.8822326,0.28252834,0.07433531,0.35778353,0.0,0.0,0.43733203,0.0,0.0,0.29392016,0.4259044,0.68502414,0.15380464,0.0,0.27174786,0.017462164
TCGA-AB-2898-03A,0.10749281,0.3031463,0.24434182,0.21341525,0.41249806,0.3432172,0.0,0.378548,0.0,0.0,0.0,0.15824586,0.0,0.0,0.1898215,0.89275074,0.2962668,0.049131095,0.27137437,0.0,0.013448802,0.15144582,0.077022366,0.07350271,0.040918455,0.5011992,0.77568495,0.21389984,0.0,0.3956445,0.084394455
TCGA-AB-2899-03A,0.13991368,0.16786693,0.2039733,0.21819434,0.503643,0.39472988,0.0,0.43436345,0.30527928,0.0,0.0,0.055587467,0.0,0.11044067,0.27961782,0.7510466,0.07452902,0.0,0.45108473,0.0,0.0,0.21617551,0.0,0.02930496,0.25787964,0.38687482,0.6880165,0.22412118,0.0,0.32174125,0.007943296
TCGA-AB-2900-03A,0.082412966,0.21915832,0.41995263,0.26713866,0.33883175,0.39243802,0.0,0.37109894,0.15602887,0.0,0.0,0.1377295,0.0,0.10037493,0.27619877,0.81496984,0.058857754,0.0146459015,0.5269299,0.0,0.0,0.5475307,0.0,0.068898305,0.35855946,0.30220366,0.5732351,0.2760975,0.0,0.05643512,0.10573222
TCGA-AB-2901-03A,0.111440286,0.26924947,0.3812165,0.30258542,0.52495724,0.45785946,0.0,0.15898846,0.1469412,0.0,0.0,0.16456272,0.0,0.036599595,0.28763673,0.8910339,0.087764256,0.12686995,0.45587465,0.0,0.0,0.5489127,0.0,0.18649065,0.24468061,0.4751127,0.7201116,0.28508827,0.0,0.15588465,0.09189911
TCGA-AB-2908-03A,0.21653642,0.13074619,0.27241224,0.13552073,0.58711797,0.35570118,0.0,0.14840877,0.093363374,0.0,0.0,0.07128058,0.0,0.049438108,0.24303323,0.7726471,0.2536539,0.09524517,0.32061502,0.0,0.07512415,0.08645522,0.0,0.09201981,0.051733475,0.46902734,0.5799494,0.13578393,0.0,0.23534985,0.0
TCGA-AB-2910-03A,0.2987691,0.41399172,0.3435694,0.13233796,0.6194631,0.39157322,0.0632576,0.44776443,0.36390728,0.0,0.0,0.092075065,0.0,0.223359,0.3463933,0.8477886,0.37103203,0.14622927,0.30580086,0.0,0.0,0.15849812,0.1027414,0.0,0.18187957,0.25203878,0.64652646,0.065023564,0.0,0.34620288,0.19245692
TCGA-AB-2911-03A,0.08909285,0.28535193,0.3486484,0.17281072,0.70327455,0.26803374,0.0,0.42414618,0.5250171,0.0,0.0,0.12355475,0.0,0.10809823,0.29937643,0.799653,0.22119865,0.044520058,0.41277352,0.0,0.0,0.3983131,0.0,0.0,0.21105367,0.3453913,0.5970844,0.11323456,0.0,0.29268488,0.0
TCGA-AB-2912-03A,0.15486817,0.38218537,0.29422393,0.22265247,0.76542455,0.43363443,0.0,0.25068107,0.39847133,0.0,0.0,0.0,0.0,0.13084596,0.280967,0.74877137,0.28039658,0.0,0.4990998,0.0,0.023900002,0.32862392,0.03803764,0.06771047,0.07044339,0.17537141,0.74786323,0.16557677,0.0,0.35337818,0.020532915
TCGA-AB-2913-03A,0.03377782,0.2877706,0.34387934,0.23674963,0.8694347,0.3156975,0.0,0.2115123,0.7326289,0.0,0.0,0.012037059,0.0,0.114896506,0.31264192,0.6553809,0.16419542,0.008699884,0.68001306,0.0,0.0,0.5794107,0.0,0.030798027,0.25589207,0.42898592,0.75198877,0.24883842,0.0,0.3851966,0.0
TCGA-AB-2914-03A,0.0,0.4364199,0.2851351,0.17771737,0.8130054,0.3139565,0.0,0.5617853,0.66549903,0.0,0.0,0.11038065,0.0,0.08488699,0.32648268,0.72985625,0.31477016,0.0,0.53185964,0.0,0.0,0.4973486,0.0,0.020286936,0.21452862,0.31440917,0.82266265,0.21729408,0.0,0.51434034,0.0
TCGA-AB-2915-03A,0.19653209,0.2368257,0.28818434,0.16663596,0.5264802,0.32930586,0.0,0.35271823,0.24229728,0.0,0.0,0.10997196,0.0,0.07872716,0.20790885,0.77196383,0.18800765,0.06922449,0.26580322,0.0,0.029081056,0.21000105,0.044015866,0.0,0.12440793,0.4728743,0.5592098,0.036904663,0.0,0.26262194,0.0
TCGA-AB-2916-03A,0.24119353,0.3612389,0.26366824,0.120178856,0.6207945,0.34877875,0.0,0.5198118,0.45910063,0.0,0.0,0.18951823,0.0,0.09833063,0.33284795,0.8484163,0.41448286,0.08744411,0.27672732,0.0,0.0,0.1662814,0.2172569,0.01204249,0.0,0.30107045,0.653887,0.0,0.0,0.4072421,0.028819226
TCGA-AB-2917-03A,0.16941804,0.24135652,0.30659756,0.2677033,0.48849878,0.23961051,0.0,0.41542664,0.28794333,0.0,0.0,0.09126822,0.0,0.14796129,0.27501515,0.7417723,0.19009344,0.05473291,0.36204258,0.0,0.0,0.17021753,0.09849296,0.0,0.13045701,0.32973337,0.7883481,0.06876205,0.0,0.35146344,0.0
TCGA-AB-2918-03A,0.10680252,0.21504019,0.28740484,0.17361169,0.5195407,0.34956983,0.0,0.33600417,0.3827847,0.0,0.0,0.0505531,0.0,0.062232934,0.22867346,0.74609447,0.113303356,0.028810423,0.4777044,0.0,0.0,0.3551592,0.0,0.0,0.29792097,0.38276005,0.66637915,0.18666853,0.0,0.20987679,0.0
TCGA-AB-2919-03A,0.03632666,0.21712065,0.3984547,0.31427452,0.3483171,0.35549715,0.0,0.34100917,0.07260255,0.0,0.0,0.056004427,0.0,0.024236701,0.2447534,0.8348352,0.07553635,0.04666289,0.49031684,0.0,0.0,0.53531516,0.0,0.074311845,0.36200592,0.4823089,0.70211303,0.31141764,0.0,0.19289581,0.081898846
TCGA-AB-2921-03A,0.08846029,0.2161092,0.28863627,0.2163239,0.78528506,0.40455458,0.0,0.22953078,0.4632985,0.0,0.0,0.07297342,0.0,0.13643691,0.23492579,0.75384796,0.15168488,0.0,0.5177981,0.0,0.0,0.35480094,0.023801655,0.018598361,0.23989983,0.4332779,0.71812385,0.22757486,0.0,0.2330028,0.0
TCGA-AB-2924-03A,0.18275468,0.29380122,0.3505571,0.16268878,0.74726295,0.4181909,0.0,0.18495853,0.4829959,0.0,0.0,0.04395882,0.0,0.0569138,0.30397853,0.7141886,0.24422945,0.09431821,0.38852632,0.0,0.0,0.45065543,0.062311083,0.0,0.117993064,0.40895957,0.52479315,0.031185415,0.0,0.35537052,0.059622094
TCGA-AB-2925-03A,0.2093574,0.46180835,0.37117296,0.09407079,0.820935,0.33941314,0.0,0.1498892,0.55625486,0.0,0.0,0.135378,0.0,0.03800447,0.34101713,0.90658075,0.5189336,0.2836686,0.28695655,0.0,0.0,0.29756045,0.25919628,0.0,0.05071123,0.49991792,0.647793,0.0056304643,0.0,0.3962888,0.059628207
TCGA-AB-2927-03A,0.20812662,0.25429624,0.23569465,0.2185455,0.46775985,0.356015,0.0,0.39155433,0.28179765,0.0,0.0,0.10095886,0.0,0.059064638,0.2717777,0.7903068,0.24683195,0.07486062,0.36371666,0.0,0.0,0.15721351,0.08894199,0.004728848,0.14053124,0.36614692,0.6995029,0.0893596,0.0,0.3626104,0.04516133
TCGA-AB-2928-03A,0.07082728,0.43043125,0.2506482,0.1453208,0.41100913,0.24200782,0.0,0.399581,0.0,0.0,0.0,0.15189208,0.0,0.0,0.1682716,0.94141364,0.38265276,0.051341865,0.3016665,0.0,0.0,0.06736159,0.1707272,0.13174495,0.1151999,0.51216686,0.90900195,0.33399624,0.0,0.37600884,0.15653542
TCGA-AB-2929-03A,0.21984212,0.16571796,0.26389056,0.2003012,0.6010228,0.30412763,0.0,0.39552057,0.31807578,0.0,0.0,0.19436854,0.0,0.18812837,0.31630686,0.8491207,0.12861584,0.051487714,0.4346989,0.0,0.0,0.23447832,0.0,0.0,0.2495747,0.4187216,0.6875388,0.26478505,0.0,0.28378707,0.0
TCGA-AB-2930-03A,0.051487017,0.31482717,0.3251105,0.18766336,0.60116357,0.31650618,0.0,0.39475808,0.42054176,0.0,0.0,0.018291017,0.0,0.1110442,0.23697394,0.74134636,0.18934569,0.016155528,0.46626133,0.0,0.0,0.2946393,0.0,0.0,0.21753152,0.32889715,0.6677352,0.14222163,0.0,0.26889884,0.0
TCGA-AB-2931-03A,0.23956868,0.41457903,0.3071315,0.17625202,0.7782659,0.39374873,0.0,0.16988768,0.8039114,0.0,0.0,0.04987751,0.0,0.0,0.35690483,0.69031924,0.389562,0.2589162,0.3429762,0.0,0.0,0.44189283,0.2765195,0.0,0.16104715,0.554585,0.7590102,0.0,0.0,0.44849566,0.023692248
TCGA-AB-2932-03A,0.13777572,0.31541437,0.3559766,0.17715833,0.89539576,0.31661457,0.0,0.22243907,0.60202545,0.0,0.0,0.034167822,0.0,0.12243713,0.31550062,0.7415581,0.33052176,0.09015127,0.40911546,0.0,0.0,0.42530486,0.07449546,0.0,0.108918175,0.37758663,0.56262356,0.076985985,0.0,0.39772624,0.06646966
TCGA-AB-2933-03A,0.18996474,0.38831204,0.29038307,0.26438636,0.7077291,0.39776272,0.0,0.18533249,0.24043638,0.0,0.0,0.058192518,0.0,0.118933916,0.32218117,0.84427094,0.3498132,0.06073291,0.36669898,0.0,0.0,0.10510578,0.12445434,0.06938582,0.013457066,0.29984027,0.77270955,0.16315931,0.0,0.44507822,0.01894889
TCGA-AB-2934-03A,0.12312721,0.43137407,0.17473485,0.15051441,0.5681481,0.30421573,0.0,0.17086822,0.06925295,0.0,0.0,0.058874723,0.0,0.0,0.13428244,0.8434693,0.38308403,0.0076524024,0.35122246,0.0,0.04207882,0.0,0.14394093,0.027943654,0.00052430085,0.36967432,0.78720963,0.25972033,0.0,0.3621709,0.122063585
TCGA-AB-2935-03A,0.25129634,0.11059012,0.27464658,0.17278048,0.5337624,0.3369263,0.0,0.18369828,0.18543202,0.0,0.0,0.054407902,0.023683196,0.13582037,0.228492,0.6931166,0.10914462,0.06436899,0.4135172,0.0,0.0,0.14688413,0.0,0.0049140323,0.090498894,0.33282933,0.5278284,0.15444867,0.0,0.27061638,0.027522856
TCGA-AB-2936-03A,0.21503127,0.12919626,0.22624615,0.25764567,0.3827772,0.3978972,0.0,0.4001398,0.07004675,0.0,0.0,0.14763027,0.0,0.007783883,0.23464793,0.8224315,0.04401474,0.08147328,0.33769584,0.0,0.0,0.3612266,0.011189357,0.08537972,0.26782778,0.59826314,0.69226867,0.2090419,0.0,0.1812571,0.01362931
TCGA-AB-2937-03A,0.05697828,0.32673582,0.31511384,0.1598425,0.6704637,0.3641289,0.0,0.421568,0.49058124,0.0,0.0,0.19092572,0.0,0.08557751,0.34391177,0.86885077,0.36599836,0.09898264,0.34219474,0.0,0.0,0.50443286,0.0,0.0,0.18430145,0.4488135,0.740121,0.13264863,0.0,0.3243959,0.0
