,0,1,cancer_type
TCGA-2Z-A9JL-01A,-8.30961,-30.19605,TCGA-KIRP
TCGA-2Z-A9JM-01A,-7.907261,-30.662348,TCGA-KIRP
TCGA-2Z-A9JN-01A,8.702879,-15.67885,TCGA-KIRP
TCGA-2Z-A9JO-01A,-6.1897035,-27.312143,TCGA-KIRP
TCGA-2Z-A9JP-01A,-8.046568,-26.30164,TCGA-KIRP
TCGA-2Z-A9JQ-01A,-10.074783,-30.819298,TCGA-KIRP
TCGA-2Z-A9JR-01A,-10.366246,-27.904991,TCGA-KIRP
TCGA-2Z-A9JS-01A,-12.996779,-29.004005,TCGA-KIRP
TCGA-2Z-A9JT-01A,-10.0590515,-25.731686,TCGA-KIRP
TCGA-32-1980-01A,27.813787,-2.9893935,TCGA-GBM
TCGA-32-5222-01A,26.535343,-10.78873,TCGA-GBM
TCGA-33-4566-01A,-11.551823,-0.5239083,TCGA-LUSC
TCGA-33-4582-01A,-3.5639057,18.170216,TCGA-LUSC
TCGA-33-4583-01A,-0.7876294,18.91524,TCGA-LUSC
TCGA-33-4586-01A,-1.2053785,16.033699,TCGA-LUSC
TCGA-33-4587-01A,-6.131648,11.813017,TCGA-LUSC
TCGA-33-4589-01A,-16.564705,19.241034,TCGA-LUSC
TCGA-33-6737-01A,-4.279293,3.876925,TCGA-LUSC
TCGA-33-6738-01A,-3.0928853,5.3380637,TCGA-LUSC
TCGA-33-A4WN-01A,-4.3475795,14.576546,TCGA-LUSC
TCGA-33-A5GW-01A,1.3116302,17.020885,TCGA-LUSC
TCGA-33-AAS8-01A,-2.0798008,13.60802,TCGA-LUSC
TCGA-33-AASB-01A,-4.3076124,1.2542342,TCGA-LUSC
TCGA-33-AASD-01A,1.0011724,14.04397,TCGA-LUSC
TCGA-33-AASI-01A,-10.0879545,16.070692,TCGA-LUSC
TCGA-33-AASJ-01A,-0.714555,17.934504,TCGA-LUSC
TCGA-33-AASL-01A,-12.748473,15.442645,TCGA-LUSC
TCGA-34-5231-01A,-3.3854501,21.902485,TCGA-LUSC
TCGA-34-5232-01A,-10.969847,14.04691,TCGA-LUSC
TCGA-34-5234-01A,-6.90306,-4.5656395,TCGA-LUSC
TCGA-34-5236-01A,-4.356301,12.906922,TCGA-LUSC
TCGA-34-5239-01A,-5.846365,28.107635,TCGA-LUSC
TCGA-34-5240-01A,0.34194452,17.104765,TCGA-LUSC
TCGA-34-5241-01A,-7.19138,15.390921,TCGA-LUSC
TCGA-34-5927-01A,-6.090709,17.345606,TCGA-LUSC
TCGA-34-5928-01A,-9.238024,16.843508,TCGA-LUSC
TCGA-34-5929-01A,-6.1350007,17.290388,TCGA-LUSC
TCGA-34-7107-01A,-1.2379338,18.705587,TCGA-LUSC
TCGA-34-8454-01A,-9.954318,17.587278,TCGA-LUSC
TCGA-34-8455-01A,-6.7761006,15.911746,TCGA-LUSC
TCGA-34-8456-01A,-3.4442677,18.63599,TCGA-LUSC
TCGA-34-A5IX-01A,-9.799928,16.248783,TCGA-LUSC
TCGA-35-5375-01A,-5.4897876,3.5756145,TCGA-LUAD
TCGA-37-5819-01A,-1.8160623,6.662709,TCGA-LUSC
TCGA-37-A5EL-01A,-15.126805,26.926676,TCGA-LUSC
